capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,8,32,10,12,9,10,12,
28,10,32,13,14,12,14,16,
35,11,32,13,15,13,16,17,
42,12,32,15,21,18,30,24,
49,13,32,15,18,17,27,24,
56,15,32,18,23,20,23,26,
63,16,32,18,22,20,22,25,
70,17,32,19,21,19,20,20,
77,17,32,18,18,18,18,14,
84,18,32,19,20,19,20,19,
91,19,32,20,22,20,20,17,
98,22,32,24,25,23,24,18,
105,24,32,27,30,27,27,25,
112,25,32,28,31,28,28,26,
119,26,32,28,29,27,27,15,
126,26,32,28,30,27,27,14,
133,27,32,29,31,28,28,12,
140,27,32,29,31,28,28,14,
147,28,32,30,32,29,29,16,
154,29,32,31,33,31,31,25,
161,29,32,31,32,30,30,23,
168,29,32,30,30,30,29,19,
175,29,32,29,30,29,29,20,
182,29,32,30,30,29,29,26,
189,30,32,30,31,31,31,31,
196,30,32,30,31,30,30,27,
203,30,32,30,31,30,30,26,
210,31,32,31,32,32,32,32,
217,31,32,31,32,32,34,39,
224,31,32,31,32,32,34,38,
231,31,32,31,32,32,34,38,
238,32,32,32,33,34,34,39,
245,32,32,32,33,33,33,38,
252,32,32,32,33,33,34,40,
259,32,32,32,33,33,34,39,
266,32,32,32,33,33,34,39,
