capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,10,37,24,20,16,26,18,
28,15,37,39,47,35,57,33,
35,17,37,32,27,24,29,32,
42,19,37,28,25,24,26,31,
49,22,37,30,33,30,34,40,
56,23,37,28,29,28,30,35,
63,26,37,31,30,30,31,35,
70,26,37,29,27,27,27,19,
77,27,37,29,28,28,27,13,
84,27,37,28,27,27,27,8,
91,28,37,30,28,28,28,16,
98,29,37,30,29,30,29,19,
105,29,37,30,29,29,29,24,
112,30,37,30,30,30,30,19,
119,32,37,33,33,33,33,32,
126,33,37,34,34,34,34,35,
133,34,37,35,36,36,36,38,
140,34,37,35,36,35,35,32,
147,34,37,34,34,34,34,26,
154,34,37,34,34,34,34,27,
161,34,37,34,34,34,34,26,
168,34,37,34,34,34,34,32,
175,35,37,35,35,35,35,33,
182,35,37,35,35,35,35,32,
189,35,37,35,35,35,35,32,
196,35,37,35,35,35,35,34,
203,35,37,35,35,35,35,38,
210,35,37,35,35,35,36,39,
217,36,37,36,36,36,37,40,
224,36,37,36,36,36,36,38,
231,36,37,36,36,36,37,41,
238,36,37,36,35,36,36,33,
245,36,37,36,35,36,36,33,
252,36,37,36,35,36,36,32,
259,36,37,36,35,36,36,32,
266,36,37,36,35,36,36,32,
273,37,37,37,36,37,37,34,
280,37,37,37,36,37,37,33,
287,37,37,37,36,37,37,36,
294,37,37,37,36,37,37,36,
301,37,37,37,36,37,37,35,
308,37,37,37,36,37,37,35,
