capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,8,26,12,108,12,20,13,
28,12,26,22,53,26,52,25,
35,13,26,18,29,24,45,27,
42,16,26,20,23,21,24,27,
49,18,26,22,26,24,28,32,
56,18,26,21,24,22,24,28,
63,19,26,22,25,23,25,30,
70,19,26,21,23,22,24,28,
77,21,26,24,29,28,32,37,
84,23,26,26,29,28,29,34,
91,24,26,27,28,27,28,30,
98,25,26,27,29,28,29,32,
105,25,26,27,29,29,30,33,
112,25,26,27,30,28,29,31,
119,25,26,27,28,27,27,26,
126,26,26,27,29,28,28,25,
133,26,26,27,29,27,27,19,
140,26,26,27,27,27,27,23,
147,26,26,27,27,27,27,23,
154,26,26,27,27,27,27,29,
161,26,26,26,26,26,26,25,
168,26,26,26,26,26,26,24,
175,26,26,26,26,26,26,27,
182,26,26,26,26,26,26,24,
