capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,13,18,22,25,20,26,22,
28,15,18,21,23,18,21,24,
35,17,18,21,20,19,20,23,
42,18,18,21,21,20,21,23,
49,18,18,19,20,19,19,19,
56,18,18,18,18,19,19,20,
63,18,18,18,18,18,18,17,
70,18,18,18,18,18,20,21,
77,18,18,18,18,18,20,24,
84,18,18,18,18,19,20,26,
91,18,18,18,18,19,20,25,
98,18,18,18,18,18,18,18,
105,18,18,18,18,18,18,20,
112,18,18,18,18,18,18,19,
119,18,18,18,18,18,18,19,
126,18,18,18,18,18,18,19,
