capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,11,20,14,40,15,20,17,
28,14,20,18,23,18,26,23,
35,17,20,21,25,22,26,28,
42,18,20,21,23,22,25,28,
49,18,20,20,21,21,27,27,
56,19,20,20,20,20,21,23,
63,19,20,19,19,19,20,21,
70,20,20,20,21,22,24,28,
77,20,20,20,20,20,21,23,
84,20,20,20,20,21,22,28,
91,20,20,20,20,21,22,27,
98,20,20,20,20,21,22,28,
105,20,20,20,20,21,22,27,
112,20,20,20,20,20,21,22,
119,20,20,20,20,20,20,22,
126,20,20,20,20,20,20,21,
133,20,20,20,20,20,20,21,
140,20,20,20,20,20,20,21,
