capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,5,12,6,5,6,7,8,
28,5,12,5,8,6,9,9,
35,5,12,5,7,6,9,8,
42,6,12,6,6,6,7,8,
49,8,12,9,10,9,10,12,
56,9,12,10,11,11,13,15,
63,10,12,12,14,13,16,19,
70,12,12,15,17,16,18,21,
77,12,12,14,16,14,15,17,
84,12,12,14,16,14,16,19,
91,12,12,13,15,14,14,17,
98,12,12,12,13,13,13,12,
105,12,12,12,13,12,12,10,
