capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,12,51,16,47,17,24,19,
28,13,51,15,19,15,17,19,
35,13,51,14,19,17,25,22,
42,16,51,18,21,22,34,28,
49,16,51,17,19,20,28,26,
56,19,51,21,26,44,51,38,
63,21,51,23,27,29,66,38,
70,25,51,29,35,38,56,48,
77,28,51,34,47,49,77,59,
84,30,51,35,45,40,44,52,
91,30,51,34,44,39,43,50,
98,32,51,36,45,41,46,53,
105,34,51,38,47,44,50,58,
112,36,51,40,48,42,44,51,
119,37,51,41,46,41,42,45,
126,38,51,41,46,42,42,44,
133,39,51,42,46,44,46,54,
140,39,51,41,44,43,44,50,
147,41,51,43,48,47,51,62,
154,43,51,45,47,45,46,48,
161,43,51,45,46,45,45,46,
168,43,51,44,46,44,45,46,
175,44,51,45,47,46,48,55,
182,45,51,46,48,47,48,53,
189,46,51,47,49,48,48,50,
196,46,51,47,49,47,47,44,
203,46,51,47,49,47,47,43,
210,46,51,47,49,47,47,37,
217,47,51,48,50,48,48,42,
224,47,51,47,50,48,48,51,
231,47,51,47,48,48,48,49,
238,48,51,48,50,50,50,59,
245,48,51,48,49,49,49,52,
252,48,51,48,49,48,48,48,
259,49,51,49,50,50,50,55,
266,49,51,49,50,50,50,55,
273,49,51,49,50,50,50,55,
280,49,51,49,50,49,49,48,
287,49,51,49,50,49,49,47,
294,49,51,49,49,49,49,42,
301,49,51,49,49,49,49,45,
308,49,51,49,49,49,49,48,
315,49,51,49,49,49,49,50,
322,50,51,50,51,51,51,54,
329,51,51,51,52,52,51,52,
336,51,51,51,52,52,51,52,
343,51,51,51,52,52,51,52,
350,51,51,51,51,51,51,49,
357,51,51,51,51,51,51,46,
364,51,51,51,51,51,51,46,
371,51,51,51,51,51,51,46,
378,51,51,51,51,51,51,44,
385,51,51,51,51,51,51,44,
392,51,51,51,51,51,51,47,
399,51,51,51,51,51,51,47,
406,51,51,51,51,51,51,47,
