capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,8,32,10,12,9,12,12,
28,11,32,13,17,13,15,17,
35,13,32,16,19,15,17,20,
42,13,32,16,18,16,17,20,
49,15,32,19,24,18,19,23,
56,17,32,20,24,20,21,23,
63,19,32,22,25,21,22,23,
70,20,32,21,24,22,23,25,
77,24,32,28,34,30,32,38,
84,27,32,32,36,33,35,42,
91,27,32,30,33,31,32,35,
98,28,32,31,35,31,32,33,
105,28,32,30,32,31,32,36,
112,28,32,29,30,29,29,27,
119,28,32,29,28,29,29,23,
126,28,32,28,28,28,28,23,
133,30,32,31,31,31,31,28,
140,30,32,30,30,30,30,23,
147,30,32,30,30,30,30,29,
154,30,32,30,30,30,30,23,
161,30,32,30,30,30,30,23,
168,31,32,31,31,31,31,30,
175,32,32,32,32,32,32,23,
182,32,32,32,32,32,32,20,
189,32,32,32,32,32,32,22,
196,32,32,32,32,32,32,22,
203,32,32,32,32,32,32,21,
210,32,32,32,32,32,32,24,
217,32,32,32,32,32,32,22,
224,32,32,32,32,32,32,21,
231,32,32,32,32,32,32,25,
238,32,32,32,32,32,32,24,
245,32,32,32,32,32,32,27,
252,32,32,32,31,32,32,20,
259,32,32,32,31,32,32,20,
