capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,8,16,10,9,9,10,12,
28,10,16,12,14,11,13,14,
35,12,16,13,14,13,14,16,
42,14,16,16,17,16,17,20,
49,15,16,16,17,16,16,17,
56,16,16,17,17,17,17,15,
63,16,16,16,15,16,16,5,
70,16,16,16,16,16,16,11,
77,16,16,16,16,16,16,15,
84,16,16,16,16,16,16,15,
91,16,16,16,16,16,16,17,
98,16,16,16,16,16,16,17,
105,16,16,16,16,16,16,17,
112,16,16,16,15,16,16,11,
