capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,11,33,20,44,17,37,19,
28,15,33,26,25,22,27,28,
35,17,33,24,22,21,22,27,
42,18,33,23,22,21,22,26,
49,20,33,25,25,24,25,29,
56,22,33,28,31,27,29,34,
63,23,33,29,34,30,33,39,
70,23,33,28,34,36,61,46,
77,23,33,26,29,27,28,32,
84,23,33,25,27,26,26,28,
91,24,33,26,28,27,28,31,
98,24,33,25,26,27,29,34,
105,24,33,25,26,28,32,36,
112,26,33,27,28,28,29,33,
119,26,33,27,28,28,28,31,
126,26,33,27,28,27,28,32,
133,27,33,28,29,30,33,39,
140,27,33,27,29,28,29,32,
147,27,33,27,28,28,29,32,
154,29,33,30,32,32,34,40,
161,29,33,29,30,29,29,27,
168,29,33,29,29,30,30,30,
175,30,33,30,31,31,32,33,
182,30,33,30,31,32,32,36,
189,30,33,30,31,31,31,30,
196,30,33,30,31,31,31,34,
203,30,33,30,30,30,30,28,
210,30,33,30,30,30,30,28,
217,32,33,32,33,33,33,33,
224,33,33,33,34,34,35,36,
231,33,33,33,34,34,33,30,
238,33,33,33,34,34,34,33,
245,33,33,33,34,34,34,36,
252,33,33,33,33,33,33,28,
259,33,33,33,33,33,33,28,
266,33,33,33,33,33,33,34,
273,33,33,33,33,33,33,32,
