capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,10,23,16,20,13,16,16,
28,13,23,18,24,17,38,22,
35,16,23,21,26,22,26,28,
42,17,23,20,20,19,22,24,
49,19,23,21,23,23,33,30,
56,19,23,20,20,20,20,20,
63,19,23,19,19,19,19,11,
70,20,23,20,20,20,20,13,
77,20,23,20,20,20,20,14,
84,20,23,20,20,20,20,14,
91,21,23,21,21,21,21,12,
98,21,23,21,21,21,21,12,
105,21,23,21,21,21,21,14,
112,21,23,21,21,21,21,19,
119,22,23,22,22,22,22,17,
126,23,23,23,23,23,23,16,
133,23,23,23,22,23,23,12,
140,23,23,23,22,23,23,15,
147,23,23,23,22,23,23,18,
154,23,23,23,22,23,23,20,
161,23,23,23,22,23,23,24,
168,23,23,23,22,23,23,24,
