capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,13,40,22,15,16,19,20,
28,17,40,28,21,21,24,28,
35,21,40,36,31,29,33,38,
42,21,40,34,32,30,35,40,
49,22,40,35,33,30,34,40,
56,23,40,29,30,29,32,38,
63,26,40,34,35,35,39,46,
70,27,40,35,38,39,53,52,
77,28,40,34,36,38,54,52,
84,29,40,33,37,35,39,46,
91,30,40,34,36,36,42,48,
98,31,40,35,37,36,39,46,
105,31,40,33,34,34,36,42,
112,32,40,34,35,36,38,45,
119,33,40,35,38,38,40,47,
126,34,40,36,37,36,36,36,
133,34,40,36,37,36,36,34,
140,34,40,36,37,36,37,37,
147,35,40,36,38,37,37,33,
154,35,40,36,37,37,37,33,
161,35,40,36,37,37,38,39,
168,36,40,37,38,38,38,37,
175,37,40,38,40,40,41,44,
182,39,40,40,42,42,43,46,
189,39,40,40,43,42,43,46,
196,39,40,40,43,42,43,46,
203,39,40,40,43,41,42,40,
210,39,40,40,43,41,42,40,
217,39,40,40,41,40,40,29,
224,39,40,40,41,40,39,24,
231,39,40,39,40,39,39,22,
238,40,40,40,42,41,40,32,
245,40,40,40,41,40,40,23,
252,40,40,40,40,40,40,20,
259,40,40,40,40,40,40,23,
266,40,40,40,40,40,40,22,
273,40,40,40,40,40,40,25,
280,40,40,40,40,40,40,28,
287,40,40,40,39,40,40,25,
294,40,40,40,39,40,40,32,
301,40,40,40,39,40,40,29,
308,40,40,40,39,40,40,29,
315,40,40,40,39,40,40,29,
322,40,40,40,39,40,40,35,
