capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,4,15,3,0,8,12,8,
28,9,15,16,18,14,21,18,
35,10,15,12,12,11,12,14,
42,12,15,16,17,15,16,19,
49,13,15,16,16,14,15,17,
56,15,15,18,21,17,18,21,
63,15,15,16,19,16,16,15,
70,15,15,16,19,16,16,16,
77,15,15,15,16,15,15,12,
84,15,15,15,14,15,15,4,
91,15,15,15,14,15,15,9,
98,15,15,15,14,15,15,14,
105,15,15,15,14,15,15,15,
