capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,4,22,6,22,6,8,7,
28,10,22,28,123,30,50,24,
35,13,22,40,41,18,21,24,
42,14,22,16,21,15,16,17,
49,17,22,21,29,21,28,28,
56,17,22,20,22,19,19,21,
63,18,22,19,19,18,18,16,
70,19,22,21,20,20,19,19,
77,19,22,21,19,19,20,22,
84,19,22,19,19,19,21,23,
91,19,22,19,19,19,21,23,
98,21,22,22,22,22,22,25,
105,21,22,22,22,22,23,26,
112,21,22,21,21,22,27,28,
119,22,22,23,23,24,34,32,
126,22,22,22,22,22,23,24,
133,22,22,22,22,22,22,22,
140,22,22,22,22,22,23,25,
147,22,22,22,21,22,22,19,
154,22,22,22,21,22,22,19,
