capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,10,34,30,117,20,42,18,
28,11,34,13,18,14,20,18,
35,13,34,17,21,18,24,23,
42,14,34,19,20,17,19,22,
49,17,34,27,22,20,22,26,
56,19,34,28,22,22,23,26,
63,20,34,31,24,23,24,27,
70,20,34,28,21,21,22,23,
77,21,34,26,23,22,22,20,
84,23,34,26,26,26,26,30,
91,23,34,25,24,24,25,25,
98,23,34,24,24,24,24,23,
105,23,34,24,23,23,23,19,
112,25,34,27,26,26,27,26,
119,26,34,28,28,28,29,29,
126,28,34,31,32,32,34,39,
133,29,34,32,33,33,35,41,
140,29,34,33,32,32,34,38,
147,31,34,35,36,38,41,48,
154,31,34,34,36,36,39,45,
161,31,34,33,34,34,35,40,
168,31,34,33,33,33,34,37,
175,33,34,35,36,36,37,42,
182,33,34,35,36,35,36,36,
189,33,34,35,35,34,34,31,
196,33,34,36,35,34,34,30,
203,33,34,36,35,34,34,30,
210,33,34,36,35,34,34,30,
217,34,34,37,37,35,35,32,
224,34,34,36,35,35,35,29,
231,34,34,36,35,35,35,29,
238,34,34,36,35,35,35,35,
245,34,34,35,35,34,34,28,
252,34,34,35,35,34,34,28,
259,34,34,35,35,34,34,32,
266,34,34,35,35,34,34,32,
