capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,0,25,0,0,0,0,0,
28,0,25,0,0,0,0,0,
35,1,25,0,0,1,1,3,
42,3,25,0,4,3,3,3,
49,4,25,0,5,4,5,5,
56,6,25,5,7,6,7,8,
63,11,25,10,15,12,14,16,
70,11,25,15,18,13,17,20,
77,11,25,15,15,12,14,16,
84,14,25,17,25,19,26,29,
91,16,25,20,32,28,53,39,
98,16,25,18,21,19,21,25,
105,19,25,21,26,24,27,34,
112,19,25,25,25,22,24,28,
119,21,25,24,26,24,25,27,
126,22,25,28,26,25,26,28,
133,24,25,31,30,28,29,30,
140,24,25,39,30,28,29,34,
147,24,25,39,29,28,29,34,
154,25,25,31,30,30,31,38,
161,25,25,31,28,28,29,32,
168,25,25,28,26,26,26,22,
175,25,25,27,26,26,26,21,
182,25,25,28,26,26,26,21,
189,25,25,27,25,25,25,18,
