capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,13,27,22,15,14,16,18,
28,15,27,39,15,16,16,18,
35,19,27,39,20,20,21,22,
42,21,27,30,23,23,23,25,
49,22,27,32,25,24,24,23,
56,22,27,26,24,23,23,20,
63,23,27,26,23,24,23,16,
70,25,27,27,27,27,27,27,
77,25,27,27,25,26,25,18,
84,25,27,26,26,26,25,19,
91,26,27,27,27,27,27,23,
98,26,27,27,28,27,28,30,
105,26,27,27,26,26,26,24,
112,26,27,27,26,26,26,26,
119,26,27,26,26,26,26,23,
126,26,27,26,26,26,26,23,
133,26,27,26,26,26,26,30,
140,26,27,26,26,26,26,31,
147,26,27,26,26,26,26,31,
154,27,27,27,27,27,37,32,
161,27,27,27,27,27,27,30,
168,27,27,27,27,27,27,30,
175,27,27,27,27,27,27,32,
182,27,27,27,27,27,27,30,
189,27,27,27,27,27,27,29,
196,27,27,27,27,27,27,29,
203,27,27,27,27,27,27,29,
210,27,27,27,27,27,27,28,
217,27,27,27,27,27,27,27,
