capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,11,28,32,17,16,21,18,
28,12,28,11,22,19,25,24,
35,14,28,44,28,23,32,29,
42,15,28,19,22,20,25,27,
49,15,28,18,22,21,31,29,
56,16,28,18,20,19,21,25,
63,18,28,21,20,19,20,19,
70,18,28,22,19,19,19,16,
77,20,28,27,22,22,23,22,
84,20,28,30,24,22,23,25,
91,20,28,24,23,22,23,25,
98,21,28,26,25,24,25,28,
105,21,28,24,26,23,23,23,
112,22,28,26,27,24,24,25,
119,23,28,28,28,26,26,29,
126,24,28,30,31,27,28,32,
133,24,28,28,29,26,27,30,
140,25,28,28,30,29,30,35,
147,25,28,28,30,29,30,34,
154,25,28,27,30,30,31,37,
161,25,28,27,30,30,31,37,
168,27,28,31,36,34,37,44,
175,27,28,31,36,34,37,44,
182,27,28,30,33,30,31,34,
189,28,28,31,37,32,33,37,
196,28,28,31,37,34,36,43,
203,28,28,31,35,32,33,37,
210,28,28,32,35,32,33,37,
217,28,28,32,35,30,31,32,
224,28,28,31,32,30,30,29,
231,28,28,31,32,30,31,31,
238,28,28,30,32,30,31,33,
