capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,9,23,10,17,10,13,14,
28,10,23,12,10,10,10,12,
35,11,23,13,13,12,20,16,
42,14,23,30,20,18,35,25,
49,16,23,40,21,21,28,29,
56,16,23,66,19,18,20,23,
63,16,23,29,19,18,19,22,
70,17,23,21,18,18,19,21,
77,17,23,21,18,18,19,20,
84,18,23,20,22,21,22,26,
91,19,23,20,21,20,20,18,
98,19,23,21,21,20,20,20,
105,19,23,21,21,20,20,20,
112,21,23,23,24,24,29,33,
119,21,23,22,24,23,24,28,
126,22,23,23,23,23,23,21,
133,22,23,23,23,22,22,15,
140,22,23,23,23,22,22,15,
147,23,23,24,24,24,25,28,
154,23,23,24,24,24,24,25,
161,23,23,24,24,24,24,24,
168,23,23,23,24,24,24,27,
