capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,0,27,0,0,0,0,0,
28,0,27,0,0,0,0,0,
35,0,27,0,0,0,0,0,
42,0,27,0,0,0,0,0,
49,5,27,0,0,5,17,16,
56,9,27,0,18,11,15,18,
63,13,27,0,22,17,21,25,
70,14,27,0,16,15,16,16,
77,17,27,0,24,23,35,33,
84,19,27,22,25,24,29,34,
91,20,27,23,24,25,39,36,
98,20,27,21,23,25,44,35,
105,22,27,23,26,27,33,37,
112,23,27,24,27,30,34,38,
119,23,27,24,28,32,41,41,
126,23,27,26,28,28,31,36,
133,24,27,26,28,28,30,35,
140,25,27,26,29,28,29,33,
147,25,27,26,28,29,32,37,
154,25,27,26,28,30,37,39,
161,25,27,25,26,26,28,32,
168,26,27,26,29,29,34,39,
175,26,27,26,29,29,34,39,
182,27,27,27,31,32,39,42,
189,27,27,27,29,30,31,37,
196,27,27,27,29,29,33,39,
