capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,8,30,18,35,16,20,13,
28,9,30,16,27,22,27,18,
35,9,30,12,24,22,27,20,
42,9,30,9,21,22,27,21,
49,10,30,12,29,29,34,25,
56,14,30,31,56,61,74,39,
63,14,30,31,42,54,64,38,
70,15,30,36,37,36,85,38,
77,18,30,36,34,26,30,35,
84,21,30,65,39,36,51,46,
91,23,30,53,37,32,36,43,
98,24,30,37,33,31,35,42,
105,24,30,37,30,33,48,45,
112,24,30,37,27,26,27,29,
119,24,30,34,26,25,26,26,
126,24,30,34,26,26,27,31,
133,26,30,38,29,30,32,37,
140,27,30,34,30,30,32,36,
147,27,30,34,31,31,33,39,
154,27,30,30,31,31,33,38,
161,29,30,33,33,34,35,41,
168,30,30,32,34,33,34,36,
175,30,30,32,34,34,36,43,
182,30,30,32,33,34,36,43,
189,30,30,32,33,34,36,42,
196,30,30,32,33,34,36,42,
203,30,30,32,33,34,36,42,
210,30,30,32,33,33,34,39,
217,30,30,32,33,34,36,42,
224,30,30,32,33,32,34,40,
231,30,30,32,33,32,34,39,
238,30,30,33,33,32,34,39,
245,30,30,33,33,32,34,39,
252,30,30,32,33,32,34,40,
