capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,11,36,20,23,12,18,16,
28,14,36,22,28,24,46,26,
35,17,36,24,30,27,201,32,
42,18,36,28,30,28,93,34,
49,21,36,30,29,26,30,34,
56,21,36,23,24,22,23,25,
63,22,36,24,25,24,26,30,
70,23,36,24,25,25,26,30,
77,25,36,26,27,27,27,27,
84,27,36,29,30,30,31,34,
91,27,36,28,29,29,29,29,
98,27,36,28,30,29,30,31,
105,27,36,28,29,28,28,26,
112,28,36,29,30,29,29,24,
119,30,36,32,32,31,31,27,
126,31,36,35,34,33,33,30,
133,31,36,34,33,32,32,31,
140,32,36,34,34,33,34,35,
147,32,36,33,33,33,33,32,
154,32,36,33,33,33,33,30,
161,32,36,32,33,32,32,24,
168,33,36,34,34,34,35,38,
175,33,36,34,33,34,34,35,
182,33,36,34,33,34,34,38,
189,33,36,34,33,34,35,40,
196,34,36,35,35,37,56,47,
203,34,36,35,35,37,50,47,
210,34,36,34,35,37,49,47,
217,35,36,35,36,38,53,48,
224,35,36,35,36,36,37,41,
231,35,36,35,36,36,41,44,
238,35,36,35,36,38,39,48,
245,35,36,35,35,36,38,42,
252,36,36,36,36,36,37,41,
259,36,36,36,36,36,39,44,
266,36,36,36,36,36,36,38,
273,36,36,36,36,36,36,37,
280,36,36,36,35,36,36,34,
287,36,36,36,35,36,36,36,
294,36,36,36,35,36,36,35,
