capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,14,27,22,19,17,20,21,
28,15,27,18,20,17,19,22,
35,17,27,20,20,19,19,22,
42,18,27,21,22,20,24,25,
49,18,27,20,21,21,24,26,
56,18,27,18,20,20,22,24,
63,19,27,20,22,22,24,28,
70,20,27,21,24,25,30,33,
77,22,27,24,26,26,29,33,
84,24,27,26,26,26,27,29,
91,24,27,26,26,25,26,26,
98,24,27,28,26,26,26,28,
105,26,27,32,31,29,31,36,
112,26,27,31,30,30,33,39,
119,27,27,32,32,32,36,42,
126,27,27,32,29,30,30,34,
133,27,27,31,30,30,30,33,
140,27,27,31,30,31,34,40,
147,27,27,29,30,31,34,40,
154,27,27,28,30,29,30,34,
161,27,27,28,30,32,168,43,
168,27,27,28,30,37,39,46,
175,27,27,28,30,37,39,45,
182,27,27,27,28,30,41,39,
189,27,27,27,28,30,38,38,
196,27,27,27,27,27,27,27,
203,27,27,27,27,27,27,22,
210,27,27,27,27,27,27,24,
217,27,27,27,27,27,27,23,
224,27,27,27,27,27,27,23,
