capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,13,34,45,28,16,20,19,
28,14,34,26,22,17,24,22,
35,14,34,26,21,17,22,23,
42,14,34,0,19,17,21,24,
49,14,34,0,19,17,21,24,
56,14,34,0,19,17,21,24,
63,14,34,0,21,17,21,25,
70,14,34,0,21,17,21,25,
77,14,34,0,21,17,20,25,
84,14,34,0,21,17,20,25,
91,16,34,28,27,26,62,38,
98,18,34,32,30,37,68,45,
105,19,34,25,24,25,35,37,
112,21,34,30,26,25,28,35,
119,24,34,37,33,34,43,48,
126,27,34,36,36,36,39,48,
133,30,34,42,45,49,65,65,
140,30,34,38,37,36,39,48,
147,31,34,37,39,37,40,50,
154,32,34,39,39,38,41,51,
161,33,34,40,40,39,42,52,
168,33,34,38,38,37,39,47,
175,33,34,38,36,36,37,43,
182,33,34,37,35,35,35,35,
189,33,34,36,35,34,35,39,
196,33,34,35,33,33,33,32,
203,33,34,35,33,33,33,35,
210,33,34,35,33,33,33,35,
217,34,34,37,34,34,34,31,
224,34,34,36,34,34,34,24,
231,34,34,36,34,34,34,27,
238,34,34,35,34,34,34,32,
245,34,34,35,34,34,34,31,
252,34,34,34,34,34,34,31,
259,34,34,34,34,34,34,31,
266,34,34,35,34,34,34,31,
273,34,34,35,34,34,34,31,
280,34,34,35,34,34,34,31,
287,34,34,35,34,34,34,31,
294,34,34,34,34,34,34,31,
301,34,34,34,34,34,34,31,
