capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,4,43,3,18,6,8,7,
28,4,43,0,18,6,8,8,
35,8,43,16,35,19,26,19,
42,10,43,24,31,19,34,23,
49,12,43,32,46,28,52,30,
56,13,43,21,50,24,33,30,
63,17,43,32,96,52,141,46,
70,19,43,40,66,31,37,41,
77,21,43,46,69,36,42,46,
84,23,43,45,65,34,37,44,
91,26,43,45,67,37,40,48,
98,27,43,58,58,35,37,44,
105,28,43,45,47,34,35,42,
112,29,43,37,44,33,34,39,
119,30,43,39,43,34,35,37,
126,31,43,36,42,34,35,37,
133,32,43,38,42,35,36,37,
140,32,43,36,39,36,37,45,
147,32,43,36,39,36,38,48,
154,34,43,38,44,41,48,58,
161,34,43,38,43,43,52,60,
168,36,43,40,46,45,52,62,
175,36,43,40,45,42,45,56,
182,36,43,40,45,42,45,55,
189,37,43,42,46,43,44,54,
196,37,43,42,43,42,43,51,
203,37,43,42,41,39,40,42,
210,38,43,41,41,39,39,32,
217,39,43,42,42,40,41,37,
224,39,43,42,42,41,41,39,
231,40,43,43,43,43,43,46,
238,41,43,43,44,44,44,47,
245,41,43,43,44,43,43,45,
252,42,43,43,45,44,44,42,
259,42,43,43,44,43,43,42,
266,43,43,45,45,45,45,51,
273,43,43,45,44,44,44,45,
280,43,43,45,44,44,45,50,
287,43,43,44,44,44,46,53,
294,43,43,44,43,44,46,53,
301,43,43,44,43,44,46,52,
308,43,43,44,44,44,46,52,
315,43,43,44,44,44,45,51,
322,43,43,43,43,44,45,50,
329,43,43,43,43,44,44,48,
336,43,43,43,43,44,44,46,
343,43,43,43,43,44,44,46,
