capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,10,23,18,16,11,12,13,
28,12,23,14,12,13,13,15,
35,12,23,12,14,13,14,15,
42,14,23,16,17,17,21,22,
49,16,23,18,23,22,30,28,
56,17,23,22,22,22,30,28,
63,18,23,21,21,21,35,28,
70,18,23,20,21,21,28,28,
77,18,23,20,21,21,25,27,
84,19,23,20,20,20,20,20,
91,19,23,20,20,20,22,25,
98,20,23,21,21,21,21,23,
105,20,23,20,20,20,20,20,
112,21,23,22,22,22,22,23,
119,22,23,23,23,23,23,21,
126,22,23,23,22,23,23,24,
133,22,23,22,22,22,22,22,
140,23,23,23,24,24,25,28,
147,23,23,23,23,23,24,26,
154,23,23,23,23,23,24,25,
161,23,23,23,23,23,23,20,
168,23,23,23,22,23,23,16,
