capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,0,40,0,0,0,0,0,
28,0,40,0,0,0,0,0,
35,0,40,0,0,0,0,0,
42,4,40,0,0,4,8,9,
49,8,40,0,33,12,38,20,
56,8,40,0,33,12,35,20,
63,9,40,0,38,16,44,24,
70,13,40,36,29,20,27,29,
77,15,40,44,28,23,27,32,
84,17,40,22,24,21,23,28,
91,20,40,27,27,25,26,30,
98,21,40,28,26,25,26,31,
105,22,40,30,28,26,27,32,
112,27,40,41,44,38,45,53,
119,27,40,36,35,32,34,42,
126,29,40,36,40,38,42,52,
133,30,40,35,43,39,43,53,
140,32,40,40,48,44,49,59,
147,32,40,38,45,42,46,55,
154,32,40,36,42,38,41,46,
161,33,40,37,42,40,43,51,
168,33,40,36,38,37,39,44,
175,36,40,40,43,42,44,49,
182,37,40,40,44,42,43,49,
189,37,40,39,42,41,42,41,
196,37,40,39,40,39,40,40,
203,37,40,37,38,38,39,36,
210,37,40,38,38,38,38,33,
217,38,40,39,39,40,41,45,
224,38,40,38,39,39,40,42,
231,38,40,38,39,40,40,45,
238,38,40,38,38,39,39,40,
245,38,40,38,38,38,38,36,
252,38,40,38,38,38,38,23,
259,39,40,39,39,39,39,28,
266,40,40,40,40,40,40,30,
273,40,40,40,40,40,40,33,
280,40,40,40,40,40,40,31,
287,40,40,40,40,40,40,34,
294,40,40,40,40,40,40,33,
301,40,40,40,40,40,40,39,
308,40,40,40,40,40,40,43,
315,40,40,40,40,40,40,45,
322,40,40,40,40,40,40,45,
