capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,9,30,10,144,16,21,14,
28,10,30,10,18,17,22,18,
35,13,30,16,30,35,45,28,
42,15,30,26,29,23,31,29,
49,16,30,22,25,21,24,27,
56,17,30,19,21,19,20,23,
63,17,30,18,21,19,20,23,
70,21,30,23,28,24,25,28,
77,22,30,23,27,24,24,25,
84,22,30,23,24,23,23,18,
91,24,30,25,26,24,24,16,
98,24,30,27,26,25,25,23,
105,25,30,26,29,26,27,26,
112,25,30,26,29,26,27,26,
119,25,30,26,27,26,26,27,
126,26,30,27,30,28,29,33,
133,27,30,28,31,32,43,43,
140,29,30,30,33,31,31,35,
147,29,30,29,30,29,29,23,
154,30,30,31,32,31,31,28,
161,30,30,30,31,32,33,38,
168,30,30,30,31,32,33,38,
175,30,30,30,31,32,32,37,
182,30,30,30,31,31,31,30,
189,30,30,30,31,31,31,30,
196,30,30,30,31,31,31,30,
203,30,30,30,30,30,30,23,
210,30,30,30,30,30,30,23,
217,30,30,30,30,30,30,26,
224,30,30,30,30,30,30,26,
231,30,30,30,30,30,30,27,
238,30,30,30,30,30,30,29,
