capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,11,31,18,21,14,17,16,
28,13,31,16,22,18,21,22,
35,14,31,17,19,17,18,21,
42,14,31,14,17,16,17,19,
49,14,31,14,15,15,15,15,
56,15,31,15,18,16,18,20,
63,16,31,16,17,16,16,15,
70,16,31,16,17,17,17,17,
77,16,31,16,17,17,19,21,
84,16,31,16,17,16,17,19,
91,16,31,16,17,16,17,19,
98,16,31,16,17,16,17,19,
105,16,31,16,17,16,17,18,
112,20,31,21,26,23,29,32,
119,22,31,24,29,28,34,37,
126,24,31,25,31,28,32,37,
133,24,31,25,30,27,30,35,
140,24,31,24,27,26,28,32,
147,24,31,24,27,26,28,32,
154,24,31,24,26,25,26,26,
161,28,31,28,35,33,39,44,
168,29,31,29,34,31,32,31,
175,29,31,29,31,29,29,25,
182,29,31,29,30,29,30,30,
189,29,31,29,30,29,29,27,
196,31,31,33,33,32,33,37,
203,31,31,33,32,32,33,37,
210,31,31,32,32,31,33,42,
217,31,31,32,31,31,31,39,
224,31,31,31,30,31,31,32,
231,31,31,31,30,31,31,32,
238,31,31,32,30,31,31,31,
245,31,31,32,30,31,31,31,
