capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,1,13,0,0,1,1,1,
28,1,13,0,0,1,1,0,
35,1,13,0,0,1,1,0,
42,1,13,0,0,1,1,0,
49,3,13,2,6,3,5,6,
56,5,13,4,14,7,13,12,
63,5,13,4,14,7,13,13,
70,7,13,7,41,19,25,22,
77,9,13,9,16,13,18,20,
84,10,13,13,13,12,13,15,
91,12,13,12,16,14,15,17,
98,12,13,13,14,14,14,14,
105,12,13,13,14,15,20,22,
112,12,13,13,15,15,20,23,
119,12,13,12,13,13,14,18,
126,13,13,13,14,14,15,16,
133,13,13,13,14,14,15,16,
140,13,13,14,14,14,15,16,
