capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,14,22,20,27,21,30,24,
28,16,22,21,26,20,24,27,
35,16,22,18,25,20,25,27,
42,17,22,18,19,18,18,19,
49,18,22,19,18,19,19,16,
56,20,22,25,22,21,21,19,
63,21,22,24,22,22,21,16,
70,21,22,24,22,22,22,19,
77,22,22,24,23,22,22,15,
84,22,22,24,22,22,22,10,
91,22,22,23,21,22,22,7,
98,22,22,22,22,22,22,15,
105,22,22,22,22,22,22,19,
112,22,22,22,22,22,22,22,
119,22,22,22,22,22,22,21,
126,22,22,22,22,22,22,23,
133,22,22,22,22,22,22,24,
140,22,22,22,22,22,22,24,
147,22,22,22,21,22,22,19,
154,22,22,22,21,22,22,22,
