capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,0,24,0,0,0,0,0,
28,0,24,0,0,0,0,0,
35,0,24,0,0,0,0,0,
42,0,24,0,0,0,0,0,
49,0,24,0,0,0,0,0,
56,0,24,0,0,0,0,0,
63,3,24,0,0,3,7,10,
70,8,24,0,28,11,17,19,
77,12,24,0,26,17,22,26,
84,14,24,0,25,20,26,29,
91,15,24,0,20,17,18,20,
98,19,24,0,28,24,27,32,
105,21,24,0,33,33,41,44,
112,22,24,31,34,34,42,45,
119,22,24,31,26,24,26,27,
126,24,24,33,30,28,30,35,
133,24,24,33,28,27,28,29,
140,24,24,26,27,26,27,26,
147,24,24,25,25,25,25,22,
154,24,24,26,25,25,26,27,
161,24,24,26,24,24,24,20,
168,24,24,26,24,24,25,28,
175,24,24,25,24,24,24,25,
