capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,9,28,14,47,10,13,13,
28,9,28,9,11,10,15,12,
35,12,28,14,14,13,15,17,
42,14,28,20,17,15,17,19,
49,15,28,19,15,16,15,15,
56,16,28,16,16,16,16,14,
63,17,28,17,18,18,18,19,
70,19,28,19,22,20,21,24,
77,21,28,21,24,22,23,25,
84,22,28,25,25,23,24,24,
91,22,28,24,24,23,23,21,
98,24,28,26,28,25,26,26,
105,24,28,25,26,25,25,24,
112,25,28,26,29,27,28,32,
119,26,28,27,28,27,27,28,
126,26,28,26,27,26,26,22,
133,26,28,26,27,27,27,26,
140,28,28,29,29,29,29,29,
147,28,28,29,29,29,29,28,
154,28,28,28,29,28,28,28,
161,28,28,28,29,28,28,28,
168,28,28,29,28,28,28,21,
175,28,28,29,28,28,28,21,
182,28,28,29,28,28,28,24,
189,28,28,29,28,28,28,26,
196,28,28,29,28,28,28,26,
