capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,5,24,4,11,6,13,9,
28,7,24,10,11,9,13,13,
35,8,24,20,13,11,15,15,
42,8,24,8,9,9,15,12,
49,8,24,8,9,9,13,12,
56,10,24,13,14,14,22,21,
63,11,24,16,16,18,29,25,
70,12,24,40,14,14,16,18,
77,14,24,24,15,15,16,18,
84,15,24,19,16,16,16,16,
91,17,24,20,19,19,20,23,
98,18,24,20,23,22,24,28,
105,19,24,21,22,21,22,22,
112,19,24,20,23,22,24,28,
119,20,24,22,22,22,22,25,
126,20,24,24,20,20,20,15,
133,22,24,27,25,23,23,17,
140,22,24,26,25,23,23,16,
147,23,24,28,26,24,23,14,
154,23,24,28,25,24,24,17,
161,23,24,27,26,24,24,16,
168,23,24,27,26,24,24,19,
175,24,24,26,27,25,25,24,
182,24,24,25,26,25,25,26,
189,24,24,25,26,25,25,25,
196,24,24,26,26,25,25,25,
203,24,24,25,26,25,26,27,
