capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,12,42,36,18,14,16,17,
28,14,42,24,18,17,18,22,
35,14,42,24,18,17,18,22,
42,14,42,0,18,17,18,22,
49,14,42,0,20,17,18,22,
56,14,42,0,20,17,18,22,
63,14,42,0,20,17,18,22,
70,14,42,0,20,17,18,22,
77,14,42,0,20,17,18,22,
84,14,42,0,20,17,18,22,
91,14,42,0,20,17,18,22,
98,14,42,0,20,17,18,22,
105,14,42,0,22,17,18,22,
112,14,42,0,22,17,18,22,
119,14,42,0,22,17,18,22,
126,14,42,0,22,17,18,22,
133,14,42,0,22,17,18,22,
140,14,42,0,22,17,18,22,
147,14,42,0,22,17,18,22,
154,14,42,0,22,17,18,21,
161,14,42,0,22,17,18,21,
168,14,42,0,22,17,18,21,
175,14,42,0,22,17,18,21,
182,16,42,28,28,24,30,36,
189,18,42,32,30,31,49,44,
196,20,42,35,27,27,31,39,
203,24,42,42,37,41,58,57,
210,28,42,53,52,58,85,72,
217,31,42,53,54,59,76,75,
224,33,42,58,51,56,68,75,
231,34,42,54,47,48,53,65,
238,37,42,60,57,57,63,76,
245,37,42,54,52,53,58,71,
252,38,42,56,52,54,59,72,
259,40,42,59,57,58,64,77,
266,40,42,59,53,58,65,76,
273,40,42,54,50,49,51,60,
280,40,42,50,47,51,55,68,
287,40,42,50,46,46,47,55,
294,41,42,51,47,46,47,52,
301,41,42,51,48,46,47,52,
308,42,42,49,48,48,49,57,
315,42,42,46,47,46,47,50,
322,42,42,44,46,46,47,51,
329,42,42,44,44,44,44,42,
336,42,42,44,44,44,45,45,
343,42,42,44,44,44,45,45,
350,42,42,43,44,44,45,45,
357,42,42,43,44,44,45,45,
364,42,42,43,44,44,45,45,
371,42,42,43,44,44,45,45,
378,42,42,45,44,44,45,45,
385,42,42,45,44,44,45,45,
392,42,42,46,44,44,45,45,
