capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,9,31,14,16,14,21,16,
28,12,31,36,22,19,25,24,
35,14,31,31,22,20,24,27,
42,15,31,30,20,18,20,24,
49,18,31,30,23,22,23,27,
56,21,31,30,27,25,27,31,
63,22,31,30,27,26,27,30,
70,24,31,31,31,29,30,34,
77,24,31,28,28,27,28,30,
84,25,31,29,28,27,27,27,
91,25,31,28,28,28,28,32,
98,26,31,28,29,28,28,25,
105,27,31,28,28,28,28,24,
112,28,31,30,28,28,28,17,
119,29,31,31,30,30,29,21,
126,29,31,31,30,30,29,23,
133,29,31,30,29,29,29,27,
140,30,31,31,30,30,30,28,
147,31,31,32,31,31,31,25,
154,31,31,32,31,31,31,28,
161,31,31,32,31,31,31,26,
168,31,31,32,31,31,31,30,
175,31,31,32,31,31,31,28,
182,31,31,32,31,31,31,27,
189,31,31,32,31,32,32,33,
196,31,31,31,31,32,32,32,
203,31,31,31,31,32,32,35,
210,31,31,31,31,32,32,33,
217,31,31,31,31,32,32,33,
224,31,31,31,31,31,31,31,
231,31,31,31,31,31,32,35,
238,31,31,31,31,31,32,34,
245,31,31,31,31,31,32,34,
252,31,31,31,31,31,31,28,
259,31,31,31,31,31,31,28,
