capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,7,21,10,16,8,12,11,
28,10,21,28,15,12,15,16,
35,14,21,56,21,18,23,25,
42,16,21,25,32,28,109,34,
49,17,21,27,24,23,28,31,
56,17,21,21,23,22,26,30,
63,18,21,22,22,21,23,27,
70,18,21,20,21,20,21,25,
77,18,21,20,21,20,24,27,
84,19,21,21,23,21,23,26,
91,19,21,20,21,20,20,19,
98,19,21,20,20,19,19,20,
105,20,21,22,22,21,22,27,
112,20,21,21,21,20,21,25,
119,20,21,21,20,20,20,20,
126,20,21,21,20,20,20,23,
133,21,21,22,22,22,22,27,
140,21,21,24,21,21,21,24,
147,21,21,23,21,21,22,27,
