capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,4,23,0,0,4,12,8,
28,9,23,20,22,13,21,18,
35,15,23,44,37,26,39,34,
42,17,23,45,27,23,27,32,
49,19,23,54,27,24,26,31,
56,19,23,30,26,23,25,29,
63,19,23,22,21,20,21,20,
70,19,23,20,20,20,20,17,
77,19,23,20,20,20,20,17,
84,19,23,19,19,19,19,18,
91,21,23,21,22,22,23,27,
98,21,23,21,21,21,21,22,
105,22,23,22,22,22,22,21,
112,22,23,22,21,22,22,21,
119,22,23,22,21,22,22,18,
126,23,23,23,23,23,23,22,
133,23,23,23,23,23,23,21,
140,23,23,23,22,23,23,19,
147,23,23,23,22,23,23,18,
154,23,23,24,22,23,23,17,
