capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,13,24,17,14,16,17,19,
28,17,24,65,18,20,21,24,
35,17,24,23,19,19,20,22,
42,19,24,20,21,21,22,25,
49,21,24,23,23,23,23,25,
56,21,24,24,22,22,22,21,
63,22,24,24,22,22,22,20,
70,23,24,25,24,24,25,27,
77,23,24,25,23,23,23,21,
84,23,24,23,23,24,25,27,
91,23,24,23,23,23,23,24,
98,23,24,23,23,23,23,24,
105,24,24,24,24,24,25,27,
112,24,24,24,24,24,24,22,
119,24,24,24,23,24,24,23,
126,24,24,24,23,24,24,22,
133,24,24,24,23,24,24,21,
140,24,24,24,23,24,24,24,
147,24,24,24,23,24,24,24,
154,24,24,24,23,24,24,24,
161,24,24,24,23,24,24,24,
168,24,24,24,24,24,24,27,
