capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,6,20,12,13,9,18,11,
28,7,20,12,18,11,19,14,
35,11,20,21,19,15,19,21,
42,12,20,24,21,18,34,24,
49,13,20,21,20,18,23,24,
56,14,20,22,19,18,20,24,
63,14,20,17,16,15,16,16,
70,14,20,18,16,16,16,18,
77,15,20,19,18,17,18,21,
84,17,20,19,22,24,35,32,
91,19,20,20,22,24,28,32,
98,19,20,21,23,26,36,34,
105,19,20,21,21,21,22,24,
112,19,20,21,21,21,22,24,
119,19,20,21,22,22,23,27,
126,20,20,21,22,21,22,23,
133,20,20,21,21,21,21,21,
140,20,20,21,20,20,20,16,
