capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,9,42,12,46,10,13,13,
28,12,42,36,19,15,30,19,
35,15,42,22,21,18,26,24,
42,16,42,24,21,20,58,27,
49,19,42,28,24,24,33,32,
56,20,42,25,22,22,22,24,
63,22,42,26,23,23,23,20,
70,23,42,30,25,25,25,24,
77,26,42,33,30,29,30,32,
84,27,42,31,29,29,29,30,
91,28,42,33,29,30,30,28,
98,29,42,36,33,31,31,31,
105,30,42,36,32,31,31,27,
112,32,42,37,34,33,33,27,
119,33,42,36,35,34,34,23,
126,33,42,35,34,34,33,26,
133,33,42,35,33,34,34,30,
140,34,42,35,36,36,36,41,
147,36,42,37,38,40,43,50,
154,36,42,37,38,40,43,50,
161,36,42,36,38,38,38,43,
168,38,42,39,40,39,39,39,
175,38,42,39,38,38,38,28,
182,38,42,39,38,38,38,31,
189,38,42,39,38,38,38,34,
196,38,42,39,38,38,38,36,
203,38,42,39,38,38,38,36,
210,39,42,40,40,40,40,40,
217,39,42,40,40,40,40,44,
224,39,42,40,40,40,40,43,
231,39,42,40,40,39,39,37,
238,40,42,41,41,40,40,34,
245,40,42,41,40,40,40,28,
252,40,42,41,40,40,40,27,
259,41,42,43,42,41,41,31,
266,41,42,43,42,41,41,31,
273,41,42,42,42,41,41,34,
280,41,42,42,42,41,41,33,
287,41,42,42,42,41,41,33,
294,42,42,43,43,42,42,35,
301,42,42,43,43,42,42,39,
308,42,42,43,43,42,42,37,
315,42,42,42,43,42,42,40,
322,42,42,43,43,43,43,43,
329,42,42,43,43,43,43,43,
336,42,42,42,43,42,42,37,
