capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,17,50,77,353,53,129,32,
28,24,50,119,268,112,970,56,
35,27,50,102,98,74,154,64,
42,27,50,33,54,47,69,58,
49,27,50,32,50,46,91,57,
56,29,50,32,48,43,57,57,
63,31,50,36,49,43,48,56,
70,32,50,39,49,47,62,62,
77,33,50,38,48,46,60,62,
84,34,50,41,45,46,56,61,
91,36,50,43,49,55,109,72,
98,37,50,42,49,49,59,65,
105,40,50,46,57,65,109,82,
112,41,50,46,53,53,60,70,
119,43,50,48,55,54,59,71,
126,43,50,50,51,49,51,60,
133,43,50,48,51,48,49,53,
140,43,50,48,49,48,49,54,
147,45,50,51,54,52,53,59,
154,45,50,51,50,48,49,46,
161,45,50,51,49,47,47,46,
168,46,50,52,50,48,48,46,
175,46,50,52,50,48,48,45,
182,47,50,51,51,49,49,45,
189,48,50,51,51,50,50,45,
196,49,50,50,51,50,50,44,
203,49,50,50,52,50,50,44,
210,49,50,50,52,50,50,46,
217,49,50,50,52,50,51,49,
224,49,50,49,51,50,50,49,
231,49,50,49,50,49,49,45,
238,49,50,50,50,49,49,47,
245,49,50,49,49,49,49,38,
252,49,50,50,49,49,49,52,
259,49,50,50,49,49,49,51,
266,49,50,50,49,49,49,50,
273,50,50,51,50,50,50,53,
280,50,50,50,50,50,50,55,
287,50,50,50,50,50,50,54,
294,50,50,50,50,50,55,61,
301,50,50,50,50,50,53,58,
308,50,50,50,50,51,52,62,
315,50,50,50,50,51,52,62,
322,50,50,50,50,50,50,60,
329,50,50,50,50,50,50,59,
336,50,50,50,50,50,50,59,
343,50,50,50,50,50,50,59,
350,50,50,50,50,50,50,59,
357,50,50,50,50,50,50,58,
364,50,50,50,50,50,50,58,
371,50,50,50,50,50,50,56,
378,50,50,50,50,50,50,56,
385,50,50,50,50,50,50,56,
392,50,50,50,50,50,50,54,
399,50,50,50,50,50,50,54,
