capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,0,22,0,0,0,0,0,
28,0,22,0,0,0,0,0,
35,2,22,0,0,2,4,6,
42,8,22,0,57,13,32,21,
49,12,22,0,21,16,20,23,
56,13,22,24,15,14,15,15,
63,15,22,28,19,18,31,26,
70,16,22,17,17,16,17,18,
77,17,22,18,17,17,17,10,
84,19,22,20,20,20,20,21,
91,19,22,19,20,20,21,22,
98,19,22,19,19,19,20,19,
105,19,22,19,19,20,20,21,
112,21,22,21,23,23,25,28,
119,22,22,22,22,23,23,22,
126,22,22,22,22,23,23,25,
133,22,22,22,22,23,23,24,
140,22,22,22,22,23,23,24,
147,22,22,22,23,23,24,27,
154,22,22,22,22,22,22,22,
