capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,17,99,66,37,33,49,30,
28,22,99,85,68,56,82,49,
35,27,99,187,156,103,225,68,
42,32,99,132,146,113,183,85,
49,33,99,82,84,76,112,80,
56,34,99,64,78,74,112,81,
63,36,99,57,60,59,71,75,
70,41,99,56,72,74,92,91,
77,44,99,59,75,76,90,96,
84,48,99,74,86,93,119,111,
91,50,99,76,81,82,93,105,
98,51,99,86,77,78,86,102,
105,51,99,86,79,86,106,111,
112,51,99,85,67,68,73,90,
119,53,99,91,73,75,81,97,
126,55,99,76,72,73,76,93,
133,57,99,77,71,71,74,88,
140,57,99,75,71,70,72,86,
147,58,99,78,73,72,75,89,
154,58,99,74,72,70,72,83,
161,59,99,72,72,70,71,78,
168,61,99,70,73,71,72,74,
175,62,99,71,76,74,75,82,
182,66,99,77,82,80,82,91,
189,68,99,79,85,81,82,88,
196,68,99,78,81,77,78,71,
203,69,99,78,80,76,76,62,
210,70,99,81,80,77,77,63,
217,70,99,78,80,76,77,64,
224,73,99,80,83,80,80,67,
231,74,99,80,82,78,78,48,
238,76,99,82,86,82,82,66,
245,77,99,83,85,82,83,65,
252,77,99,83,86,82,83,68,
259,78,99,84,87,83,84,66,
266,80,99,88,90,86,86,66,
273,81,99,88,92,88,89,83,
280,81,99,88,90,87,87,79,
287,81,99,88,89,87,88,81,
294,83,99,91,93,92,93,99,
301,83,99,90,91,90,90,91,
308,83,99,91,91,89,90,93,
315,84,99,93,92,91,92,94,
322,86,99,97,94,93,93,93,
329,86,99,96,94,94,94,100,
336,86,99,95,92,92,92,92,
343,86,99,95,92,92,92,92,
350,87,99,95,93,92,93,89,
357,87,99,95,94,92,93,88,
364,87,99,96,94,93,93,95,
371,87,99,95,94,92,92,93,
378,87,99,96,94,92,92,93,
385,87,99,96,94,92,92,93,
392,88,99,97,95,94,95,100,
399,88,99,96,93,92,92,89,
406,88,99,93,93,93,93,99,
413,88,99,93,93,92,92,92,
420,88,99,93,93,92,93,95,
427,89,99,93,94,93,94,96,
434,89,99,93,93,92,92,85,
441,92,99,97,97,96,96,94,
448,93,99,99,99,97,97,92,
455,93,99,98,99,97,97,95,
462,95,99,100,101,100,100,103,
469,95,99,100,101,100,100,104,
476,95,99,100,101,100,100,104,
483,96,99,101,102,102,102,110,
490,96,99,102,103,102,103,113,
497,96,99,101,102,102,102,115,
504,97,99,103,103,102,103,113,
511,98,99,104,105,104,105,118,
518,98,99,103,105,104,105,117,
525,98,99,103,105,104,105,116,
532,98,99,103,105,104,104,113,
539,98,99,102,105,104,105,116,
546,98,99,103,105,104,105,115,
553,98,99,103,105,104,105,119,
560,98,99,103,105,105,106,122,
567,98,99,103,105,105,106,120,
574,98,99,102,103,103,103,113,
581,98,99,102,103,102,102,110,
588,98,99,101,101,100,100,102,
595,98,99,101,101,100,100,102,
602,98,99,101,102,100,100,101,
609,98,99,101,102,100,101,104,
616,98,99,101,102,101,101,107,
623,98,99,101,101,100,100,105,
630,98,99,100,101,100,101,109,
637,98,99,100,101,100,100,108,
644,98,99,100,101,100,100,106,
651,98,99,100,101,99,99,104,
658,98,99,100,101,99,99,103,
665,98,99,100,101,99,99,102,
672,98,99,100,101,99,99,106,
679,98,99,100,101,100,100,112,
686,99,99,101,102,101,101,114,
693,99,99,101,102,101,101,113,
700,99,99,101,102,101,101,117,
707,99,99,101,101,101,101,115,
714,99,99,101,100,100,100,107,
721,99,99,101,100,100,100,111,
728,99,99,101,100,100,100,109,
735,99,99,101,100,100,100,109,
742,99,99,101,100,100,100,112,
749,99,99,101,100,99,99,109,
756,99,99,101,100,99,99,109,
763,99,99,101,100,100,100,115,
770,99,99,100,100,100,100,118,
777,99,99,100,100,100,100,118,
784,99,99,100,100,100,102,122,
791,99,99,100,100,100,101,120,
