capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,0,15,0,0,0,0,0,
28,0,15,0,0,0,0,0,
35,3,15,0,0,3,7,8,
42,8,15,0,23,11,17,18,
49,9,15,0,9,10,9,8,
56,11,15,15,11,12,11,10,
63,12,15,16,12,12,12,9,
70,12,15,13,12,12,12,6,
77,14,15,16,15,14,15,15,
84,15,15,18,16,16,16,19,
91,15,15,18,16,15,15,13,
98,15,15,15,16,16,27,20,
105,15,15,15,16,16,18,19,
