capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,0,18,0,0,0,0,0,
28,0,18,0,0,0,0,0,
35,0,18,0,0,0,0,0,
42,0,18,0,0,0,0,0,
49,6,18,0,0,6,18,15,
56,10,18,0,29,14,24,23,
63,12,18,0,18,14,16,19,
70,14,18,0,23,17,20,24,
77,16,18,0,22,20,27,29,
84,17,18,19,19,19,19,21,
91,17,18,19,19,18,19,21,
98,18,18,18,18,18,18,17,
105,18,18,18,18,18,18,15,
112,18,18,18,18,18,18,18,
119,18,18,18,18,18,18,16,
126,18,18,18,18,18,19,21,
133,18,18,18,17,18,18,18,
