capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,9,25,12,46,10,13,13,
28,14,25,45,38,22,34,26,
35,15,25,36,22,19,24,26,
42,16,25,19,23,20,24,27,
49,17,25,20,23,22,25,28,
56,18,25,20,24,22,24,28,
63,19,25,21,23,22,23,27,
70,20,25,22,23,24,27,31,
77,21,25,23,25,25,28,32,
84,23,25,28,29,28,33,38,
91,23,25,26,26,25,27,31,
98,24,25,27,26,26,28,32,
105,24,25,26,26,26,26,29,
112,24,25,25,25,25,26,29,
119,24,25,24,26,26,33,35,
126,24,25,25,24,24,24,27,
133,24,25,25,24,24,25,28,
140,24,25,25,24,24,43,31,
147,24,25,24,24,25,26,35,
154,24,25,24,24,25,26,35,
161,24,25,24,24,25,26,34,
168,24,25,24,24,24,25,29,
175,24,25,24,23,24,24,24,
182,25,25,25,24,25,25,22,
189,25,25,25,24,25,25,21,
196,25,25,25,24,25,25,24,
203,25,25,25,24,25,25,24,
210,25,25,25,24,25,25,24,
