capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,10,20,12,9,10,10,11,
28,11,20,12,11,11,11,11,
35,14,20,16,14,14,15,17,
42,15,20,18,15,16,15,15,
49,15,20,18,16,16,16,16,
56,16,20,17,16,16,16,15,
63,19,20,20,20,20,20,20,
70,19,20,20,19,19,20,22,
77,20,20,20,22,21,26,27,
84,20,20,20,21,21,24,26,
91,20,20,20,21,21,24,26,
98,20,20,20,21,20,20,16,
105,20,20,20,20,20,23,24,
112,20,20,20,20,20,23,24,
119,20,20,20,20,21,22,26,
126,20,20,20,20,20,20,20,
133,20,20,20,20,20,20,20,
140,20,20,20,19,20,20,18,
