capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,10,22,11,13,11,12,13,
28,10,22,10,9,10,10,8,
35,12,22,12,11,12,12,6,
42,14,22,23,13,14,14,9,
49,14,22,16,14,14,14,11,
56,16,22,20,16,16,16,16,
63,17,22,19,19,18,22,23,
70,18,22,20,21,20,25,27,
77,18,22,20,21,19,20,22,
84,18,22,20,19,19,26,25,
91,19,22,21,21,21,25,27,
98,20,22,20,22,23,28,32,
105,20,22,20,20,22,24,29,
112,21,22,21,21,22,25,31,
119,21,22,21,21,21,22,25,
126,22,22,22,22,22,23,26,
133,22,22,22,22,22,23,25,
140,22,22,23,22,22,22,20,
147,22,22,23,22,22,23,25,
154,22,22,23,22,22,23,25,
161,22,22,22,22,22,22,25,
