capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,13,27,20,15,15,16,18,
28,15,27,19,27,20,23,24,
35,15,27,17,19,17,23,21,
42,17,27,21,24,23,29,30,
49,17,27,20,21,20,29,27,
56,18,27,20,20,20,20,22,
63,19,27,21,19,19,19,15,
70,20,27,20,20,20,20,16,
77,22,27,23,22,22,22,14,
84,23,27,24,23,23,23,21,
91,23,27,24,23,23,23,18,
98,24,27,25,24,24,24,21,
105,25,27,26,25,25,25,24,
112,25,27,26,25,25,25,25,
119,25,27,26,25,25,25,22,
126,26,27,27,25,26,26,22,
133,26,27,27,26,26,26,28,
140,26,27,26,25,26,26,27,
147,26,27,26,25,26,26,26,
154,26,27,26,25,26,26,24,
161,27,27,27,27,27,27,29,
168,27,27,27,27,27,27,28,
175,27,27,27,27,27,27,27,
182,27,27,27,27,27,27,27,
189,27,27,27,27,27,27,27,
