capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,1,32,0,0,1,1,2,
28,1,32,0,0,1,1,2,
35,1,32,0,0,1,1,3,
42,1,32,0,0,1,1,3,
49,3,32,3,7,3,5,6,
56,7,32,7,30,11,25,19,
63,10,32,10,53,23,50,29,
70,12,32,12,18,15,16,19,
77,13,32,13,18,15,16,18,
84,15,32,21,21,18,19,22,
91,18,32,25,27,24,28,34,
98,21,32,26,30,28,31,38,
105,22,32,28,28,27,30,37,
112,23,32,28,31,31,36,41,
119,23,32,26,29,28,32,38,
126,25,32,27,31,29,31,37,
133,25,32,27,30,27,29,32,
140,26,32,28,31,30,32,37,
147,27,32,29,32,31,33,39,
154,27,32,30,30,29,29,28,
161,27,32,30,30,29,29,28,
168,28,32,31,31,30,30,29,
175,28,32,31,30,30,30,33,
182,29,32,31,32,32,34,40,
189,29,32,30,30,29,29,27,
196,31,32,33,33,32,33,35,
203,31,32,32,32,32,32,29,
210,31,32,32,32,32,32,29,
217,31,32,32,32,32,32,29,
224,31,32,33,32,32,32,29,
231,31,32,33,32,32,32,29,
238,31,32,32,32,32,32,32,
245,32,32,33,33,33,33,33,
252,32,32,32,33,33,33,35,
259,32,32,32,33,33,34,37,
