capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,15,41,48,30,21,27,24,
28,18,41,37,30,25,31,32,
35,18,41,26,29,25,44,33,
42,19,41,22,28,25,29,33,
49,22,41,30,34,34,50,43,
56,24,41,31,31,32,43,43,
63,27,41,38,37,39,55,52,
70,29,41,40,36,37,41,48,
77,29,41,36,33,34,35,40,
84,30,41,35,37,37,42,49,
91,30,41,33,37,36,40,47,
98,30,41,34,35,37,41,47,
105,31,41,35,36,36,38,44,
112,31,41,33,34,34,34,37,
119,32,41,34,36,35,36,40,
126,34,41,36,38,37,37,37,
133,35,41,37,39,38,38,38,
140,36,41,39,39,38,38,32,
147,37,41,40,39,38,38,35,
154,38,41,42,41,40,40,41,
161,38,41,42,41,40,40,40,
168,38,41,42,41,41,42,49,
175,38,41,42,41,41,43,52,
182,38,41,40,40,39,40,44,
189,39,41,41,41,40,41,45,
196,40,41,43,42,42,43,48,
203,40,41,43,42,42,44,51,
210,40,41,43,42,42,42,47,
217,40,41,42,42,42,43,50,
224,40,41,42,41,41,42,48,
231,40,41,41,40,40,40,43,
238,41,41,42,41,41,41,42,
245,41,41,41,41,41,41,42,
252,41,41,42,41,41,41,44,
259,41,41,42,41,41,41,42,
266,41,41,42,41,41,41,45,
273,41,41,41,41,41,41,39,
280,41,41,41,41,41,41,37,
287,41,41,41,41,41,41,37,
294,41,41,41,41,41,41,37,
301,41,41,41,41,41,41,37,
308,41,41,41,41,41,41,37,
315,41,41,41,41,41,41,37,
322,41,41,41,41,41,41,37,
329,41,41,41,41,41,41,36,
