capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,14,20,23,489,30,64,24,
28,14,20,14,20,16,20,21,
35,14,20,14,19,15,20,22,
42,16,20,18,22,19,25,27,
49,18,20,20,21,22,27,30,
56,19,20,22,21,21,33,28,
63,19,20,20,20,20,23,25,
70,19,20,19,19,20,20,20,
77,19,20,19,20,20,20,23,
84,19,20,19,20,20,23,25,
91,20,20,20,21,21,24,26,
98,20,20,20,21,22,24,29,
105,20,20,20,20,23,24,30,
112,20,20,20,20,21,22,28,
119,20,20,20,20,20,20,22,
126,20,20,20,20,20,20,25,
133,20,20,20,19,20,20,19,
140,20,20,20,19,20,20,18,
