capture,detectedBugNum,totalBugNum,M0,Mth,MtCH,MhCH,MhJK
21,8,27,14,13,11,17,14,
28,9,27,8,18,14,21,18,
35,12,27,32,33,24,37,28,
42,13,27,45,20,17,21,24,
49,13,27,21,14,14,14,14,
56,15,27,18,19,18,19,23,
63,17,27,20,23,21,23,28,
70,18,27,22,24,24,26,31,
77,21,27,27,30,28,31,37,
84,22,27,52,31,31,35,41,
91,22,27,36,28,27,28,33,
98,22,27,28,29,29,33,38,
105,24,27,31,29,30,32,38,
112,24,27,30,29,31,35,41,
119,24,27,30,27,27,29,33,
126,24,27,27,25,25,25,21,
133,25,27,28,26,26,27,27,
140,26,27,28,27,27,27,25,
147,26,27,28,28,27,28,27,
154,26,27,27,28,28,29,33,
161,27,27,28,28,28,28,29,
168,27,27,28,27,27,27,24,
175,27,27,28,27,27,27,23,
182,27,27,28,27,27,27,23,
189,27,27,28,27,27,27,23,
196,27,27,27,27,27,27,24,
203,27,27,27,27,27,27,24,
210,27,27,27,27,27,27,27,
217,27,27,27,27,27,27,26,
224,27,27,27,27,27,27,30,
