1-284-百度手机卫士功能体验_1463737109.csv,-5,-4,-2,-1,0,,-7,-5,-3,-2,-1,,-7,-5,-2,-1,0,,-7,-5,-3,-1,0,,-24,-24,-11,-8,-7,,
101-120-今日时尚测试_1463737561.csv,-4,-2,-1,0,0,,-4,-2,-1,-1,-1,,-4,-2,-1,0,0,,-4,-2,0,0,0,,-6,-6,4,-2,-2,,
102-223-迪信通测试_1463737571.csv,-1,-2,-1,-1,1,,2,-1,0,1,2,,0,0,1,1,3,,2,5,11,4,6,,7,8,12,9,11,,
106-103-基金速览2.3测试_1463737575.csv,0,0,-2,0,0,,1,1,-2,0,0,,-1,-1,-2,1,1,,0,0,-2,2,2,,2,2,-4,5,5,,
107-174-硬件编码测试_1463737567.csv,-1,-1,-1,0,-1,,0,0,-2,0,-1,,-1,-1,-2,0,-1,,-1,-1,-2,1,-1,,1,1,-4,3,0,,
108-272-优优送药测试_1463737584.csv,-4,-3,-1,0,0,,-2,-1,2,2,3,,-2,0,4,2,1,,0,1,7,3,1,,5,7,14,8,-2,,
11-117-广告云推送调研测试_1463737325.csv,1,1,1,1,1,,8,8,5,5,5,,8,8,2,2,2,,11,11,4,4,4,,11,11,6,6,6,,
111-241-迪信通测试二_1463737590.csv,-3,-3,-2,-2,0,,-3,-2,-2,-2,0,,-3,-2,-2,-2,0,,-3,-1,-2,-2,0,,-1,3,-3,-5,0,,
112-119-思维简图测试_1463737602.csv,-2,0,-1,0,0,,1,3,-1,0,0,,-1,2,-1,1,1,,1,11,-1,1,1,,4,9,-2,4,4,,
113-177-Hark测试_1463737599.csv,-2,-2,-2,0,1,,0,1,1,2,3,,-2,0,0,1,3,,-1,1,1,2,4,,1,6,6,5,9,,
114-119-京东微联测试_1463737617.csv,-2,-2,-1,0,0,,-2,-2,0,1,1,,-2,-2,0,1,1,,-2,-2,0,2,2,,-4,-4,-1,5,5,,
115-157-天天红包测试_1463737606.csv,0,0,0,0,0,,4,4,0,0,0,,1,1,-1,0,0,,2,2,-1,0,0,,6,6,-2,-10,-10,,
119-337-急救快通测试_1463737643.csv,-7,-5,-3,-2,-1,,-6,-4,-2,-1,0,,-6,-2,-3,-2,-1,,-6,1,-3,-2,-1,,-1,8,-3,-8,-9,,
122-138-购物狂测试_1463737645.csv,1,1,-1,0,0,,6,6,-1,0,0,,3,3,-1,0,0,,8,8,0,1,1,,10,10,2,2,2,,
123-115-移动发布系统Beta测试_1463737586.csv,-2,1,1,1,1,,-5,8,8,8,8,,4,3,3,3,3,,7,8,8,8,8,,8,8,8,8,8,,
124-326-衣批测试_1463737628.csv,-6,-4,-3,-2,0,,-5,-3,-2,0,2,,-4,-4,-2,0,1,,-2,-4,-2,1,0,,5,-4,-3,4,-8,,
125-117-话费支付Demo测试_1463737673.csv,-1,1,1,0,0,,4,4,4,1,1,,-1,1,1,0,0,,4,2,2,1,1,,4,5,5,2,2,,
127-271-365淘房测试_1463737634.csv,-4,-2,-1,-1,0,,-3,0,1,0,1,,-5,-3,-1,0,2,,-5,-3,-1,0,2,,-17,-16,-7,0,7,,
128-115-蛋蛋赚测试_1463737676.csv,6,4,4,0,0,,3,4,6,0,0,,2,2,4,0,0,,5,4,8,2,2,,8,8,11,3,3,,
130-136-终极手电筒测试_1463737660.csv,7,5,4,0,0,,8,6,8,0,0,,3,2,4,1,1,,8,4,7,4,4,,10,9,11,5,5,,
133-141-幻径测试_1463737686.csv,1,1,1,0,0,,5,5,3,0,1,,2,2,2,0,2,,6,6,5,1,4,,8,8,8,3,8,,
134-221-买车达人测试_1463737670.csv,2,2,0,-1,0,,4,3,-1,-1,0,,2,1,-1,-1,0,,4,2,-1,-1,0,,9,4,-2,0,-1,,
135-243-星联app测试_1463737684.csv,-5,-3,-2,0,0,,-4,0,2,3,2,,-5,-2,2,1,1,,-6,-1,13,1,1,,-14,3,13,5,-2,,
136-215-简明天气测试_1463737693.csv,-3,-3,-2,-2,0,,-3,-3,-3,-3,0,,-3,-3,-3,-2,0,,-3,-3,-3,-2,0,,-4,-4,-10,-12,-1,,
141-173-聚创测试_1463737689.csv,-4,-3,-2,-1,0,,-3,-2,-1,0,1,,-3,-2,-1,0,1,,-3,-2,-1,0,2,,-3,0,0,-2,5,,
142-130-hjdn测试_1463737703.csv,3,3,3,0,0,,2,2,2,0,0,,1,1,1,0,0,,3,3,2,0,0,,7,7,2,-1,-1,,
143-127-荔枝FM测试_1463737709.csv,-3,-2,0,0,0,,-3,-2,1,1,1,,-4,-2,0,0,0,,-4,-2,0,0,0,,-11,-11,-7,-7,-7,,
145-155-手电筒测试_1463737698.csv,-2,0,0,0,1,,-4,0,0,0,1,,-3,-1,-1,0,0,,-3,-1,-1,-1,0,,-6,-3,-3,-6,-7,,
146-252-鸟人测试_1463737707.csv,-7,-2,-2,0,0,,-5,5,5,2,2,,-6,4,4,1,1,,-5,8,8,2,2,,-5,13,13,6,6,,
149-121-喜马拉雅FM测试_1463737711.csv,-4,-1,-2,0,0,,-4,-2,-1,1,1,,-4,-1,-1,0,0,,-4,-2,-1,0,0,,-4,-3,-1,-5,-5,,
150-275-石榴网APP测试_1463737733.csv,-4,-2,-1,2,1,,-4,-1,-1,1,2,,-6,-3,-2,1,2,,-6,-3,-2,1,3,,-13,-13,-9,2,8,,
