project,bugsDetected,totalBugs,percentBugsDetected,reportsSubmit,totalReports,percentReportsSubmit,percentSavedEffort,F1,E1,optimalReportsSubmit,differenceWithOptimal,
2-471-百度浏览器T7尝鲜体验_1463737142.csv,15.0,58.0,0.25862068965517243,23.0,471.0,0.04883227176220807,0.9511677282377919,0.4066688855941179,0.4066688855941179,397.0,-374.0,15.0,
29-150-小白用车_1463737383.csv,12.0,21.0,0.5714285714285714,34.0,150.0,0.22666666666666666,0.7733333333333333,0.6572237960339944,0.6572237960339944,123.0,-89.0,12.0,
48-118-百度糯米6.0.2测试_1463737445.csv,13.0,13.0,1.0,76.0,118.0,0.6440677966101694,0.35593220338983056,0.5250000000000001,0.5250000000000001,76.0,0.0,13.0,
89-120-一起飞测试_1463737536.csv,13.0,17.0,0.7647058823529411,36.0,120.0,0.3,0.7,0.7309236947791163,0.7309236947791163,84.0,-48.0,13.0,
92-133-喵哆啦测试_1463737548.csv,13.0,19.0,0.6842105263157895,43.0,133.0,0.3233082706766917,0.6766917293233083,0.6804303576621112,0.6804303576621112,113.0,-70.0,13.0,
95-106-爱陪护测试_1463737556.csv,10.0,14.0,0.7142857142857143,27.0,106.0,0.25471698113207547,0.7452830188679245,0.7294552169898432,0.7294552169898432,70.0,-43.0,10.0,
97-107-淘特惠测试_1463737552.csv,8.0,15.0,0.5333333333333333,28.0,107.0,0.2616822429906542,0.7383177570093458,0.6193042626163645,0.6193042626163645,65.0,-37.0,8.0,
98-117-快乐满意拍测试_1463737558.csv,10.0,16.0,0.625,31.0,117.0,0.26495726495726496,0.7350427350427351,0.6755695208169679,0.6755695208169679,59.0,-28.0,10.0,
99-156-雅思君测试_1463737564.csv,18.0,22.0,0.8181818181818182,28.0,156.0,0.1794871794871795,0.8205128205128205,0.8193456614509247,0.8193456614509247,88.0,-60.0,18.0,
122-138-购物狂测试_1463737645.csv,8.0,18.0,0.4444444444444444,24.0,138.0,0.17391304347826086,0.8260869565217391,0.5779467680608366,0.5779467680608366,100.0,-76.0,8.0,
128-115-蛋蛋赚测试_1463737676.csv,12.0,14.0,0.8571428571428571,50.0,115.0,0.43478260869565216,0.5652173913043479,0.6812227074235808,0.6812227074235808,102.0,-52.0,9.0,16.0,
130-136-终极手电筒测试_1463737660.csv,19.0,19.0,1.0,136.0,136.0,1.0,0.0,0.0,0.0,107.0,29.0,18.0,23.0,
134-221-买车达人测试_1463737670.csv,12.0,24.0,0.5,25.0,221.0,0.11312217194570136,0.8868778280542986,0.6394779771615008,0.6394779771615008,191.0,-166.0,12.0,
143-127-荔枝FM测试_1463737709.csv,13.0,18.0,0.7222222222222222,49.0,127.0,0.3858267716535433,0.6141732283464567,0.6638297872340426,0.6638297872340426,103.0,-54.0,13.0,
157-161-任意球测试_1463737744.csv,23.0,23.0,1.0,161.0,161.0,1.0,0.0,0.0,0.0,125.0,36.0,0.0,30.0,
164-326-茄子医生测试_1463737777.csv,15.0,40.0,0.375,30.0,326.0,0.09202453987730061,0.9079754601226994,0.5307830245068738,0.5307830245068738,263.0,-233.0,15.0,
167-284-杏林题库测试_1463737790.csv,34.0,35.0,0.9714285714285714,188.0,284.0,0.6619718309859155,0.3380281690140845,0.501536570374923,0.501536570374923,243.0,-55.0,36.0,33.0,
168-124-电台测试_1463737792.csv,10.0,16.0,0.625,35.0,124.0,0.28225806451612906,0.717741935483871,0.6681681681681682,0.6681681681681682,102.0,-67.0,10.0,
170-149-Domino测试_1463737794.csv,21.0,21.0,1.0,149.0,149.0,1.0,0.0,0.0,0.0,131.0,18.0,48.0,28.0,30.0,
171-290-百问百答测试_1463737762.csv,34.0,34.0,1.0,290.0,290.0,1.0,0.0,0.0,0.0,244.0,46.0,0.0,0.0,35.0,
181-271-网乐惠测试_1463737849.csv,10.0,33.0,0.30303030303030304,21.0,271.0,0.07749077490774908,0.9225092250922509,0.4562043795620438,0.4562043795620438,240.0,-219.0,10.0,
189-216-跑跑测试_1463737615.csv,13.0,25.0,0.52,27.0,216.0,0.125,0.875,0.6523297491039427,0.6523297491039427,178.0,-151.0,13.0,
216-283-大帮汇测试_1463737957.csv,28.0,34.0,0.8235294117647058,83.0,283.0,0.29328621908127206,0.7067137809187279,0.7606628633523499,0.7606628633523499,228.0,-145.0,27.0,30.0,
217-288-bug大帮汇测试_1470654530.csv,24.0,36.0,0.6666666666666666,61.0,288.0,0.21180555555555555,0.7881944444444444,0.722354813046937,0.722354813046937,233.0,-172.0,23.0,26.0,
218-103-bug恶龙公主—逆塔防测试_1470654523.csv,14.0,14.0,1.0,103.0,103.0,1.0,0.0,0.0,0.0,78.0,25.0,15.0,
219-103-恶龙公主—逆塔防测试_1463737972.csv,14.0,14.0,1.0,103.0,103.0,1.0,0.0,0.0,0.0,78.0,25.0,15.0,
220-798-农科助手测试_1463737988.csv,43.0,99.0,0.43434343434343436,75.0,798.0,0.09398496240601503,0.9060150375939849,0.5871887129217781,0.5871887129217781,683.0,-608.0,50.0,36.0,
239-132-海捣网测试_1463738033.csv,18.0,18.0,1.0,76.0,132.0,0.5757575757575758,0.4242424242424242,0.5957446808510637,0.5957446808510637,76.0,0.0,18.0,
240-132-bug海捣网测试_1470654473.csv,18.0,18.0,1.0,76.0,132.0,0.5757575757575758,0.4242424242424242,0.5957446808510637,0.5957446808510637,76.0,0.0,18.0,
243-250-bugmalimalihome测试_1470654477.csv,16.0,31.0,0.5161290322580645,26.0,250.0,0.104,0.896,0.6549707602339181,0.6549707602339181,167.0,-141.0,16.0,
