project,bugsDetected,totalBugs,percentBugsDetected,reportsSubmit,totalReports,percentReportsSubmit,percentSavedEffort,F1,E1,optimalReportsSubmit,differenceWithOptimal,
2-471-百度浏览器T7尝鲜体验_1463737142.csv,18.0,58.0,0.3103448275862069,30.0,471.0,0.06369426751592357,0.9363057324840764,0.46617336152219874,0.46617336152219874,397.0,-367.0,18.0,
29-150-小白用车_1463737383.csv,13.0,21.0,0.6190476190476191,37.0,150.0,0.24666666666666667,0.7533333333333333,0.6796206338191071,0.6796206338191071,123.0,-86.0,13.0,
48-118-百度糯米6.0.2测试_1463737445.csv,13.0,13.0,1.0,118.0,118.0,1.0,0.0,0.0,0.0,76.0,42.0,15.0,
89-120-一起飞测试_1463737536.csv,16.0,17.0,0.9411764705882353,49.0,120.0,0.4083333333333333,0.5916666666666667,0.7265749920051168,0.7265749920051168,84.0,-35.0,16.0,
92-133-喵哆啦测试_1463737548.csv,13.0,19.0,0.6842105263157895,43.0,133.0,0.3233082706766917,0.6766917293233083,0.6804303576621112,0.6804303576621112,113.0,-70.0,13.0,
95-106-爱陪护测试_1463737556.csv,13.0,14.0,0.9285714285714286,54.0,106.0,0.5094339622641509,0.49056603773584906,0.6419753086419753,0.6419753086419753,70.0,-16.0,13.0,
97-107-淘特惠测试_1463737552.csv,10.0,15.0,0.6666666666666666,36.0,107.0,0.3364485981308411,0.6635514018691588,0.6651053864168618,0.6651053864168618,65.0,-29.0,10.0,
98-117-快乐满意拍测试_1463737558.csv,16.0,16.0,1.0,117.0,117.0,1.0,0.0,0.0,0.0,59.0,58.0,27.0,20.0,
99-156-雅思君测试_1463737564.csv,22.0,22.0,1.0,156.0,156.0,1.0,0.0,0.0,0.0,88.0,68.0,23.0,
122-138-购物狂测试_1463737645.csv,18.0,18.0,1.0,138.0,138.0,1.0,0.0,0.0,0.0,100.0,38.0,27.0,23.0,
128-115-蛋蛋赚测试_1463737676.csv,7.0,14.0,0.5,25.0,115.0,0.21739130434782608,0.782608695652174,0.6101694915254238,0.6101694915254238,102.0,-77.0,7.0,
130-136-终极手电筒测试_1463737660.csv,19.0,19.0,1.0,136.0,136.0,1.0,0.0,0.0,0.0,107.0,29.0,27.0,33.0,
134-221-买车达人测试_1463737670.csv,13.0,24.0,0.5416666666666666,27.0,221.0,0.12217194570135746,0.8778280542986425,0.6699428875016603,0.6699428875016603,191.0,-164.0,13.0,
143-127-荔枝FM测试_1463737709.csv,16.0,18.0,0.8888888888888888,96.0,127.0,0.7559055118110236,0.2440944881889764,0.383011583011583,0.383011583011583,103.0,-7.0,16.0,
157-161-任意球测试_1463737744.csv,23.0,23.0,1.0,161.0,161.0,1.0,0.0,0.0,0.0,125.0,36.0,5.0,49.0,
164-326-茄子医生测试_1463737777.csv,18.0,40.0,0.45,37.0,326.0,0.11349693251533742,0.8865030674846626,0.5969703924718844,0.5969703924718844,263.0,-226.0,18.0,
167-284-杏林题库测试_1463737790.csv,20.0,35.0,0.5714285714285714,38.0,284.0,0.13380281690140844,0.8661971830985915,0.688593421973408,0.688593421973408,243.0,-205.0,20.0,
168-124-电台测试_1463737792.csv,10.0,16.0,0.625,35.0,124.0,0.28225806451612906,0.717741935483871,0.6681681681681682,0.6681681681681682,102.0,-67.0,10.0,
