project,bugsDetected,totalBugs,percentBugsDetected,reportsSubmit,totalReports,percentReportsSubmit,percentSavedEffort,F1,E1,optimalReportsSubmit,differenceWithOptimal,
2-471-百度浏览器T7尝鲜体验_1463737142.csv,13.0,58.0,0.22413793103448276,20.0,471.0,0.04246284501061571,0.9575371549893843,0.3632477308633562,0.3632477308633562,397.0,-377.0,13.0,
29-150-小白用车_1463737383.csv,12.0,21.0,0.5714285714285714,34.0,150.0,0.22666666666666666,0.7733333333333333,0.6572237960339944,0.6572237960339944,123.0,-89.0,12.0,
48-118-百度糯米6.0.2测试_1463737445.csv,12.0,13.0,0.9230769230769231,28.0,118.0,0.23728813559322035,0.7627118644067796,0.8352668213457077,0.8352668213457077,76.0,-48.0,12.0,
89-120-一起飞测试_1463737536.csv,10.0,17.0,0.5882352941176471,18.0,120.0,0.15,0.85,0.6952965235173825,0.6952965235173825,84.0,-66.0,10.0,
92-133-喵哆啦测试_1463737548.csv,13.0,19.0,0.6842105263157895,43.0,133.0,0.3233082706766917,0.6766917293233083,0.6804303576621112,0.6804303576621112,113.0,-70.0,13.0,
95-106-爱陪护测试_1463737556.csv,10.0,14.0,0.7142857142857143,27.0,106.0,0.25471698113207547,0.7452830188679245,0.7294552169898432,0.7294552169898432,70.0,-43.0,10.0,
97-107-淘特惠测试_1463737552.csv,8.0,15.0,0.5333333333333333,28.0,107.0,0.2616822429906542,0.7383177570093458,0.6193042626163645,0.6193042626163645,65.0,-37.0,8.0,
98-117-快乐满意拍测试_1463737558.csv,10.0,16.0,0.625,31.0,117.0,0.26495726495726496,0.7350427350427351,0.6755695208169679,0.6755695208169679,59.0,-28.0,10.0,
99-156-雅思君测试_1463737564.csv,16.0,22.0,0.7272727272727273,23.0,156.0,0.14743589743589744,0.8525641025641025,0.7849502028771671,0.7849502028771671,88.0,-65.0,16.0,
122-138-购物狂测试_1463737645.csv,18.0,18.0,1.0,138.0,138.0,1.0,0.0,0.0,0.0,100.0,38.0,38.0,22.0,25.0,
128-115-蛋蛋赚测试_1463737676.csv,11.0,14.0,0.7857142857142857,46.0,115.0,0.4,0.6,0.6804123711340206,0.6804123711340206,102.0,-56.0,9.0,13.0,
130-136-终极手电筒测试_1463737660.csv,17.0,19.0,0.8947368421052632,46.0,136.0,0.3382352941176471,0.6617647058823529,0.7608155146693187,0.7608155146693187,107.0,-61.0,9.0,26.0,
134-221-买车达人测试_1463737670.csv,21.0,24.0,0.875,69.0,221.0,0.31221719457013575,0.6877828054298643,0.7701773434672458,0.7701773434672458,191.0,-122.0,23.0,20.0,
143-127-荔枝FM测试_1463737709.csv,13.0,18.0,0.7222222222222222,49.0,127.0,0.3858267716535433,0.6141732283464567,0.6638297872340426,0.6638297872340426,103.0,-54.0,13.0,
157-161-任意球测试_1463737744.csv,23.0,23.0,1.0,161.0,161.0,1.0,0.0,0.0,0.0,125.0,36.0,0.0,34.0,49.0,
164-326-茄子医生测试_1463737777.csv,13.0,40.0,0.325,20.0,326.0,0.06134969325153374,0.9386503067484663,0.48282558562932393,0.48282558562932393,263.0,-243.0,13.0,
