project,bugsDetected,totalBugs,percentBugsDetected,reportsSubmit,totalReports,percentReportsSubmit,percentSavedEffort,F1,E1,optimalReportsSubmit,differenceWithOptimal,
2-471-∞Ÿ∂»‰Ø¿¿∆˜T7≥¢œ ÃÂ—È_1463737142.csv,5.0,58.0,0.08620689655172414,7.0,471.0,0.014861995753715499,0.9851380042462845,0.15854033553148597,0.15854033553148597,397.0,-390.0,5.0,
29-150-–°∞◊”√≥µ_1463737383.csv,3.0,21.0,0.14285714285714285,6.0,150.0,0.04,0.96,0.24870466321243523,0.24870466321243523,123.0,-117.0,3.0,
48-118-∞Ÿ∂»≈¥√◊6.0.2≤‚ ‘_1463737445.csv,5.0,13.0,0.38461538461538464,8.0,118.0,0.06779661016949153,0.9322033898305084,0.5445544554455446,0.5445544554455446,76.0,-68.0,5.0,
89-120-“ª∆∑…≤‚ ‘_1463737536.csv,12.0,17.0,0.7058823529411765,30.0,120.0,0.25,0.75,0.7272727272727272,0.7272727272727272,84.0,-54.0,14.0,10.0,
92-133-ﬂ˜∂ﬂ¿≤≤‚ ‘_1463737548.csv,12.0,19.0,0.631578947368421,36.0,133.0,0.2706766917293233,0.7293233082706767,0.6769409712125618,0.6769409712125618,113.0,-77.0,14.0,10.0,
95-106-∞Æ≈„ª§≤‚ ‘_1463737556.csv,8.0,14.0,0.5714285714285714,16.0,106.0,0.1509433962264151,0.8490566037735849,0.683111954459203,0.683111954459203,70.0,-54.0,9.0,7.0,
97-107-Ã‘Ãÿª›≤‚ ‘_1463737552.csv,8.0,15.0,0.5333333333333333,28.0,107.0,0.2616822429906542,0.7383177570093458,0.6193042626163645,0.6193042626163645,65.0,-37.0,10.0,6.0,10.0,
98-117-øÏ¿÷¬˙“‚≈ƒ≤‚ ‘_1463737558.csv,3.0,16.0,0.1875,4.0,117.0,0.03418803418803419,0.9658119658119658,0.31403427512737375,0.31403427512737375,59.0,-55.0,3.0,
99-156-—≈Àºæ˝≤‚ ‘_1463737564.csv,20.0,22.0,0.9090909090909091,55.0,156.0,0.3525641025641026,0.6474358974358974,0.7562710595282665,0.7562710595282665,88.0,-33.0,29.0,17.0,15.0,
122-138-π∫ŒÔøÒ≤‚ ‘_1463737645.csv,2.0,18.0,0.1111111111111111,7.0,138.0,0.050724637681159424,0.9492753623188406,0.19893697798025814,0.19893697798025814,100.0,-93.0,2.0,
128-115-µ∞µ∞◊¨≤‚ ‘_1463737676.csv,4.0,14.0,0.2857142857142857,18.0,115.0,0.1565217391304348,0.8434782608695652,0.42684268426842686,0.42684268426842686,102.0,-84.0,5.0,3.0,
130-136-÷’º´ ÷µÁÕ≤≤‚ ‘_1463737660.csv,2.0,19.0,0.10526315789473684,12.0,136.0,0.08823529411764706,0.9117647058823529,0.1887366818873668,0.1887366818873668,107.0,-95.0,2.0,
134-221-¬Ú≥µ¥Ô»À≤‚ ‘_1463737670.csv,15.0,24.0,0.625,39.0,221.0,0.17647058823529413,0.8235294117647058,0.7106598984771573,0.7106598984771573,191.0,-152.0,0.0,0.0,15.0,
143-127-¿Û÷¶FM≤‚ ‘_1463737709.csv,8.0,18.0,0.4444444444444444,12.0,127.0,0.09448818897637795,0.905511811023622,0.5962410887880751,0.5962410887880751,103.0,-91.0,9.0,7.0,
157-161-»Œ“‚«Ú≤‚ ‘_1463737744.csv,23.0,23.0,1.0,125.0,161.0,0.7763975155279503,0.22360248447204967,0.36548223350253806,0.36548223350253806,125.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,35.0,
164-326-«—◊”“Ω…˙≤‚ ‘_1463737777.csv,3.0,40.0,0.075,6.0,326.0,0.018404907975460124,0.9815950920245399,0.1393525910872405,0.1393525910872405,263.0,-257.0,3.0,
167-284-–”¡÷Ã‚ø‚≤‚ ‘_1463737790.csv,7.0,35.0,0.2,13.0,284.0,0.045774647887323945,0.954225352112676,0.3306894447834045,0.3306894447834045,243.0,-230.0,0.0,7.0,
168-124-µÁÃ®≤‚ ‘_1463737792.csv,8.0,16.0,0.5,23.0,124.0,0.18548387096774194,0.814516129032258,0.6196319018404908,0.6196319018404908,102.0,-79.0,10.0,6.0,10.0,
170-149-Domino≤‚ ‘_1463737794.csv,3.0,21.0,0.14285714285714285,4.0,149.0,0.026845637583892617,0.9731543624161074,0.24914089347079035,0.24914089347079035,131.0,-127.0,3.0,
171-290-∞ŸŒ ∞Ÿ¥≤‚ ‘_1463737762.csv,34.0,34.0,1.0,290.0,290.0,1.0,0.0,0.0,0.0,244.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,
181-271-Õ¯¿÷ª›≤‚ ‘_1463737849.csv,3.0,33.0,0.09090909090909091,9.0,271.0,0.033210332103321034,0.966789667896679,0.1661909292737076,0.1661909292737076,240.0,-231.0,3.0,
189-216-≈‹≈‹≤‚ ‘_1463737615.csv,9.0,25.0,0.36,15.0,216.0,0.06944444444444445,0.9305555555555556,0.5191562634524322,0.5191562634524322,178.0,-163.0,9.0,10.0,
216-283-¥Û∞Ôª„≤‚ ‘_1463737957.csv,5.0,34.0,0.14705882352941177,7.0,283.0,0.024734982332155476,0.9752650176678446,0.25557922029817576,0.25557922029817576,228.0,-221.0,5.0,
217-288-bug¥Û∞Ôª„≤‚ ‘_1470654530.csv,12.0,36.0,0.3333333333333333,25.0,288.0,0.08680555555555555,0.9131944444444444,0.48839368616527395,0.48839368616527395,233.0,-208.0,0.0,9.0,14.0,13.0,
