project,bugsDetected,totalBugs,percentBugsDetected,reportsSubmit,totalReports,percentReportsSubmit,percentSavedEffort,F1,E1,optimalReportsSubmit,differenceWithOptimal,
218-103-bug∂Ò¡˙π´÷˜°™ƒÊÀ˛∑¿≤‚ ‘_1470654523.csv,8.0,14.0,0.5714285714285714,13.0,103.0,0.1262135922330097,0.8737864077669903,0.690978886756238,0.690978886756238,78.0,-65.0,9.0,7.0,
219-103-∂Ò¡˙π´÷˜°™ƒÊÀ˛∑¿≤‚ ‘_1463737972.csv,8.0,14.0,0.5714285714285714,13.0,103.0,0.1262135922330097,0.8737864077669903,0.690978886756238,0.690978886756238,78.0,-65.0,9.0,7.0,
220-798-≈©ø∆÷˙ ÷≤‚ ‘_1463737988.csv,5.0,99.0,0.050505050505050504,5.0,798.0,0.006265664160401002,0.993734335839599,0.09612470756512358,0.09612470756512358,683.0,-678.0,5.0,
239-132-∫£µ∑Õ¯≤‚ ‘_1463738033.csv,17.0,18.0,0.9444444444444444,32.0,132.0,0.24242424242424243,0.7575757575757576,0.8407517309594461,0.8407517309594461,76.0,-44.0,19.0,17.0,15.0,
240-132-bug∫£µ∑Õ¯≤‚ ‘_1470654473.csv,17.0,18.0,0.9444444444444444,32.0,132.0,0.24242424242424243,0.7575757575757576,0.8407517309594461,0.8407517309594461,76.0,-44.0,19.0,17.0,15.0,
243-250-bugmalimalihome≤‚ ‘_1470654477.csv,9.0,31.0,0.2903225806451613,11.0,250.0,0.044,0.956,0.44538772129620047,0.44538772129620047,167.0,-156.0,9.0,10.0,
244-250-malimalihome≤‚ ‘_1463738030.csv,9.0,31.0,0.2903225806451613,11.0,250.0,0.044,0.956,0.44538772129620047,0.44538772129620047,167.0,-156.0,9.0,10.0,
249-222-æ¡–≈¥˚≤‚ ‘_1463738047.csv,21.0,27.0,0.7777777777777778,42.0,222.0,0.1891891891891892,0.8108108108108107,0.7939508506616256,0.7939508506616256,148.0,-106.0,33.0,18.0,14.0,20.0,
250-222-bugæ¡–≈¥˚≤‚ ‘_1470654468.csv,21.0,27.0,0.7777777777777778,42.0,222.0,0.1891891891891892,0.8108108108108107,0.7939508506616256,0.7939508506616256,148.0,-106.0,33.0,18.0,14.0,20.0,
257-133-bugø⁄¥¸π  ¬≤‚ ‘_1470654466.csv,6.0,19.0,0.3157894736842105,14.0,133.0,0.10526315789473684,0.8947368421052632,0.4668192219679633,0.4668192219679633,96.0,-82.0,5.0,7.0,
258-133-ø⁄¥¸π  ¬≤‚ ‘_1463738051.csv,6.0,19.0,0.3157894736842105,14.0,133.0,0.10526315789473684,0.8947368421052632,0.4668192219679633,0.4668192219679633,96.0,-82.0,5.0,7.0,
261-195-–°µ∂ª„≤‚ ‘_1463738056.csv,5.0,27.0,0.18518518518518517,7.0,195.0,0.035897435897435895,0.9641025641025641,0.31069244752933395,0.31069244752933395,155.0,-148.0,5.0,
261-195-–°µ∂ª„≤‚ ‘_1463738056.csv,5.0,27.0,0.18518518518518517,7.0,195.0,0.035897435897435895,0.9641025641025641,0.31069244752933395,0.31069244752933395,155.0,-148.0,5.0,
263-212-bugÿ¬∏‚≤‚ ‘_1470654464.csv,12.0,26.0,0.46153846153846156,24.0,212.0,0.11320754716981132,0.8867924528301887,0.6071044133476857,0.6071044133476857,161.0,-137.0,14.0,10.0,
263-212-bugÿ¬∏‚≤‚ ‘_1470654464.csv,12.0,26.0,0.46153846153846156,24.0,212.0,0.11320754716981132,0.8867924528301887,0.6071044133476857,0.6071044133476857,161.0,-137.0,14.0,10.0,
267-194-bug≥µ∞¢∏Á£®”√ªß∂À£©≤‚ ‘_1470654466.csv,17.0,27.0,0.6296296296296297,35.0,194.0,0.18041237113402062,0.8195876288659794,0.7121591358187328,0.7121591358187328,143.0,-108.0,19.0,17.0,15.0,
268-194-≥µ∞¢∏Á£®”√ªß∂À£©≤‚ ‘_1463738053.csv,17.0,27.0,0.6296296296296297,35.0,194.0,0.18041237113402062,0.8195876288659794,0.7121591358187328,0.7121591358187328,143.0,-108.0,19.0,17.0,15.0,
275-261-bugÃ‘∂˛ ÷≤‚ ‘_1470654455.csv,24.0,32.0,0.75,74.0,261.0,0.2835249042145594,0.7164750957854407,0.7328543435662965,0.7328543435662965,227.0,-153.0,37.0,19.0,27.0,22.0,20.0,20.0,
276-261-Ã‘∂˛ ÷≤‚ ‘_1463738066.csv,24.0,32.0,0.75,74.0,261.0,0.2835249042145594,0.7164750957854407,0.7328543435662965,0.7328543435662965,227.0,-153.0,37.0,19.0,27.0,22.0,20.0,20.0,
295-128-bug≥µµ‰APP≤‚ ‘_1470654436.csv,7.0,15.0,0.4666666666666667,13.0,128.0,0.1015625,0.8984375,0.6142693628386111,0.6142693628386111,104.0,-91.0,5.0,10.0,
296-128-≥µµ‰APP≤‚ ‘_1463738082.csv,7.0,15.0,0.4666666666666667,13.0,128.0,0.1015625,0.8984375,0.6142693628386111,0.6142693628386111,104.0,-91.0,5.0,10.0,
299-197-bug√øøÃºÊ÷∞≤‚ ‘_1470654441.csv,17.0,28.0,0.6071428571428571,25.0,197.0,0.12690355329949238,0.8730964467005076,0.7162278015921615,0.7162278015921615,164.0,-139.0,19.0,17.0,15.0,
300-197-√øøÃºÊ÷∞≤‚ ‘_1463738080.csv,17.0,28.0,0.6071428571428571,25.0,197.0,0.12690355329949238,0.8730964467005076,0.7162278015921615,0.7162278015921615,164.0,-139.0,19.0,17.0,15.0,
327-239-∂Ø∆¿¥≤‚ ‘_1463738068.csv,8.0,29.0,0.27586206896551724,33.0,239.0,0.13807531380753138,0.8619246861924686,0.4179558711640883,0.4179558711640883,214.0,-181.0,0.0,6.0,10.0,
328-239-bug∂Ø∆¿¥≤‚ ‘_1470654454.csv,8.0,29.0,0.27586206896551724,33.0,239.0,0.13807531380753138,0.8619246861924686,0.4179558711640883,0.4179558711640883,214.0,-181.0,0.0,6.0,10.0,
338-315-bug¡⁄¡⁄V1.3.4 build≤‚ ‘_1470654409.csv,7.0,37.0,0.1891891891891892,17.0,315.0,0.05396825396825397,0.946031746031746,0.3153200816264833,0.3153200816264833,271.0,-254.0,0.0,7.0,
343-115-bug100◊¨V1.4≤‚ ‘_1470654401.csv,5.0,16.0,0.3125,6.0,115.0,0.05217391304347826,0.9478260869565217,0.47003018542475206,0.47003018542475206,77.0,-71.0,5.0,
346-214-bug–ÏÀÆ»¶V1.0.160419≤‚ ‘_1470654402.csv,12.0,25.0,0.48,27.0,214.0,0.1261682242990654,0.8738317757009346,0.6196327488609692,0.6196327488609692,189.0,-162.0,14.0,10.0,
360-277-bug—∞µΩ±¶V1.0.0≤‚ ‘_1470654368.csv,9.0,34.0,0.2647058823529412,11.0,277.0,0.039711191335740074,0.9602888086642599,0.4150125682586461,0.4150125682586461,219.0,-208.0,9.0,10.0,
361-155-bugµ¬≥…¥˚V1.0≤‚ ‘_1470654375.csv,12.0,22.0,0.5454545454545454,27.0,155.0,0.17419354838709677,0.8258064516129032,0.6569717707442259,0.6569717707442259,125.0,-98.0,14.0,10.0,
403-197-bugµ„∞Ô∞Ô≤‚ ‘_1470654349.csv,27.0,27.0,1.0,197.0,197.0,1.0,0.0,0.0,0.0,176.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,84.0,84.0,
404-270-bug√≈’Ô¥ÛÃ¸V2.6.5≤‚ ‘_1470654351.csv,33.0,33.0,1.0,270.0,270.0,1.0,0.0,0.0,0.0,221.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,76.0,76.0,114.0,
426-122-bug∂˛æ∆Õ¯V1.0≤‚ ‘_1470654340.csv,16.0,16.0,1.0,122.0,122.0,1.0,0.0,0.0,0.0,99.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,79.0,
451-109-bug’∆…œ110V1.0.0≤‚ ‘_1470654321.csv,15.0,15.0,1.0,109.0,109.0,1.0,0.0,0.0,0.0,93.0,16.0,0.0,0.0,0.0,0.0,25.0,
488-132-bug“◊√ÎŒ¢≈‰øÕªß∂ÀV1.0.0≤‚ ‘_1470654297.csv,15.0,18.0,0.8333333333333334,33.0,132.0,0.25,0.75,0.7894736842105262,0.7894736842105262,80.0,-47.0,0.0,0.0,15.0,
543-117-bugª™ ˝œÌø¥V2.1.0≤‚ ‘_1470654279.csv,14.0,14.0,1.0,117.0,117.0,1.0,0.0,0.0,0.0,101.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,
106-103-ª˘ΩÀŸ¿¿2.3≤‚ ‘_1463737575.csv,5.0,14.0,0.35714285714285715,7.0,103.0,0.06796116504854369,0.9320388349514563,0.516406670252824,0.516406670252824,67.0,-60.0,5.0,
111-241-µœ–≈Õ®≤‚ ‘∂˛_1463737590.csv,9.0,30.0,0.3,17.0,241.0,0.07053941908713693,0.9294605809128631,0.4535943300708741,0.4535943300708741,158.0,-141.0,9.0,10.0,
113-177-Hark≤‚ ‘_1463737599.csv,12.0,24.0,0.5,27.0,177.0,0.15254237288135594,0.847457627118644,0.6289308176100629,0.6289308176100629,132.0,-105.0,14.0,10.0,
508-159-bug∫√‘∞«¯VV1.0.5≤‚ ‘_1470654289.csv,10.0,22.0,0.45454545454545453,28.0,159.0,0.1761006289308176,0.8238993710691824,0.5858676207513417,0.5858676207513417,119.0,-91.0,0.0,0.0,7.0,13.0,
442-124-bug…œ∫£»˝≈©»»œﬂV1.0≤‚ ‘_1470654332.csv,16.0,16.0,1.0,124.0,124.0,1.0,0.0,0.0,0.0,76.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,45.0,44.0,43.0,43.0,
362-172-bug“ª±»∑÷V1.1.0≤‚ ‘_1470654365.csv,10.0,23.0,0.43478260869565216,22.0,172.0,0.12790697674418605,0.872093023255814,0.5802707930367506,0.5802707930367506,147.0,-125.0,10.0,11.0,10.0,
366-206-bugÕ®¡…±Ãπ‘∞V2.07.160526≤‚ ‘_1470654364.csv,8.0,24.0,0.3333333333333333,31.0,206.0,0.15048543689320387,0.8495145631067962,0.478796169630643,0.478796169630643,172.0,-141.0,9.0,7.0,
348-467-bug”—∑˛…Ã≥«V1.0≤‚ ‘_1470654398.csv,41.0,58.0,0.7068965517241379,115.0,467.0,0.2462526766595289,0.7537473233404711,0.7295705583499735,0.7295705583499735,416.0,-301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,49.0,
350-324-bugdr.wineV3.1.2≤‚ ‘_1470654390.csv,40.0,40.0,1.0,324.0,324.0,1.0,0.0,0.0,0.0,264.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,49.0,
351-123-bugFolderExplorerV1.0≤‚ ‘_1470654387.csv,3.0,17.0,0.17647058823529413,7.0,123.0,0.056910569105691054,0.943089430894309,0.2973088423750534,0.2973088423750534,97.0,-90.0,3.0,
293-143-bug“ª∂»√€≤‚ ‘_1470654434.csv,15.0,20.0,0.75,38.0,143.0,0.26573426573426573,0.7342657342657343,0.7420494699646644,0.7420494699646644,85.0,-47.0,19.0,11.0,15.0,
226-325-÷£÷›µÿÃ˙∂˛Œ¨¬Îπ∫∆±≤‚ ‘_1463738008.csv,13.0,39.0,0.3333333333333333,22.0,325.0,0.06769230769230769,0.9323076923076923,0.49108589951377635,0.49108589951377635,261.0,-239.0,19.0,11.0,10.0,
227-325-bug÷£÷›µÿÃ˙∂˛Œ¨¬Îπ∫∆±≤‚ ‘_1470654508.csv,13.0,39.0,0.3333333333333333,22.0,325.0,0.06769230769230769,0.9323076923076923,0.49108589951377635,0.49108589951377635,261.0,-239.0,19.0,11.0,10.0,
230-217-bug“◊‘º∞Æ≤‚ ‘_1470654510.csv,17.0,27.0,0.6296296296296297,36.0,217.0,0.16589861751152074,0.8341013824884793,0.7175839552238807,0.7175839552238807,162.0,-126.0,19.0,17.0,15.0,
231-217-“◊‘º∞Æ≤‚ ‘_1463738003.csv,17.0,27.0,0.6296296296296297,36.0,217.0,0.16589861751152074,0.8341013824884793,0.7175839552238807,0.7175839552238807,162.0,-126.0,19.0,17.0,15.0,
212-404-æ≠≥£÷±≤•ƒ⁄≤‚∞Ê≤‚ ‘_1463737964.csv,7.0,50.0,0.14,10.0,404.0,0.024752475247524754,0.9752475247524752,0.24485085227272727,0.24485085227272727,267.0,-257.0,5.0,10.0,
161-270-∑ÔªÀ ”∆µbeta∞Ê_1463737748.csv,18.0,31.0,0.5806451612903226,58.0,270.0,0.21481481481481482,0.7851851851851852,0.6675997200839748,0.6675997200839748,220.0,-162.0,0.0,19.0,14.0,11.0,20.0,30.0,
162-412-Õ¯…œ∂©≤Õ»Ìº˛≤‚ ‘_1463737768.csv,20.0,51.0,0.39215686274509803,57.0,412.0,0.1383495145631068,0.8616504854368932,0.5390017081040045,0.5390017081040045,326.0,-269.0,29.0,17.0,15.0,
154-186-BCHMS≤‚ ‘_1463737680.csv,6.0,26.0,0.23076923076923078,20.0,186.0,0.10752688172043011,0.8924731182795699,0.3667157584683358,0.3667157584683358,149.0,-129.0,5.0,7.0,
150-275- Ø¡ÒÕ¯APP≤‚ ‘_1463737733.csv,5.0,34.0,0.14705882352941177,6.0,275.0,0.02181818181818182,0.9781818181818182,0.25567911795456705,0.25567911795456705,234.0,-228.0,5.0,
136-215-ºÚ√˜ÃÏ∆¯≤‚ ‘_1463737693.csv,3.0,24.0,0.125,5.0,215.0,0.023255813953488372,0.9767441860465116,0.22163588390501318,0.22163588390501318,154.0,-149.0,3.0,
127-271-365Ã‘∑ø≤‚ ‘_1463737634.csv,14.0,32.0,0.4375,51.0,271.0,0.1881918819188192,0.8118081180811808,0.5685803950526122,0.5685803950526122,235.0,-184.0,0.0,14.0,10.0,9.0,25.0,
115-157-ÃÏÃÏ∫Ï∞¸≤‚ ‘_1463737606.csv,3.0,17.0,0.17647058823529413,6.0,157.0,0.03821656050955414,0.9617834394904459,0.29822251481237655,0.29822251481237655,122.0,-116.0,3.0,
119-337-º±æ»øÏÕ®≤‚ ‘_1463737643.csv,5.0,42.0,0.11904761904761904,7.0,337.0,0.020771513353115726,0.9792284866468842,0.21228690897394661,0.21228690897394661,288.0,-281.0,5.0,
124-326-“¬≈˙≤‚ ‘_1463737628.csv,5.0,40.0,0.125,7.0,326.0,0.02147239263803681,0.9785276073619632,0.22168172341904102,0.22168172341904102,238.0,-231.0,5.0,
11-117-π„∏Ê‘∆Õ∆ÀÕµ˜—–≤‚ ‘_1463737325.csv,2.0,9.0,0.2222222222222222,10.0,117.0,0.08547008547008547,0.9145299145299145,0.35756056808688386,0.35756056808688386,94.0,-84.0,2.0,
