project,bugsDetected,totalBugs,percentBugsDetected,reportsSubmit,totalReports,percentReportsSubmit,percentSavedEffort,F1,E1,optimalReportsSubmit,differenceWithOptimal,
2-471-∞Ÿ∂»‰Ø¿¿∆˜T7≥¢œ ÃÂ—È_1463737142.csv,7.0,58.0,0.1206896551724138,11.0,471.0,0.02335456475583864,0.9766454352441614,0.21483137071755015,0.21483137071755015,397.0,-386.0,7.0,
29-150-–°∞◊”√≥µ_1463737383.csv,9.0,21.0,0.42857142857142855,22.0,150.0,0.14666666666666667,0.8533333333333333,0.5705794947994056,0.5705794947994056,123.0,-101.0,9.0,10.0,
48-118-∞Ÿ∂»≈¥√◊6.0.2≤‚ ‘_1463737445.csv,5.0,13.0,0.38461538461538464,8.0,118.0,0.06779661016949153,0.9322033898305084,0.5445544554455446,0.5445544554455446,76.0,-68.0,5.0,
89-120-“ª∆∑…≤‚ ‘_1463737536.csv,8.0,17.0,0.47058823529411764,14.0,120.0,0.11666666666666667,0.8833333333333333,0.614047791455467,0.614047791455467,84.0,-70.0,8.0,
92-133-ﬂ˜∂ﬂ¿≤≤‚ ‘_1463737548.csv,8.0,19.0,0.42105263157894735,11.0,133.0,0.08270676691729323,0.9172932330827068,0.5771732702542874,0.5771732702542874,113.0,-102.0,8.0,
95-106-∞Æ≈„ª§≤‚ ‘_1463737556.csv,7.0,14.0,0.5,15.0,106.0,0.14150943396226415,0.8584905660377359,0.6319444444444444,0.6319444444444444,70.0,-55.0,7.0,
97-107-Ã‘Ãÿª›≤‚ ‘_1463737552.csv,9.0,15.0,0.6,32.0,107.0,0.29906542056074764,0.7009345794392523,0.6465517241379309,0.6465517241379309,65.0,-33.0,9.0,10.0,
98-117-øÏ¿÷¬˙“‚≈ƒ≤‚ ‘_1463737558.csv,5.0,16.0,0.3125,10.0,117.0,0.08547008547008547,0.9145299145299145,0.4658249891162386,0.4658249891162386,59.0,-49.0,5.0,
99-156-—≈Àºæ˝≤‚ ‘_1463737564.csv,19.0,22.0,0.8636363636363636,37.0,156.0,0.23717948717948717,0.7628205128205128,0.8101039054102472,0.8101039054102472,88.0,-51.0,23.0,16.0,
122-138-π∫ŒÔøÒ≤‚ ‘_1463737645.csv,7.0,18.0,0.3888888888888889,21.0,138.0,0.15217391304347827,0.8478260869565217,0.5332031250000001,0.5332031250000001,100.0,-79.0,5.0,10.0,
128-115-µ∞µ∞◊¨≤‚ ‘_1463737676.csv,3.0,14.0,0.21428571428571427,15.0,115.0,0.13043478260869565,0.8695652173913043,0.3438395415472779,0.3438395415472779,102.0,-87.0,3.0,
130-136-÷’º´ ÷µÁÕ≤≤‚ ‘_1463737660.csv,2.0,19.0,0.10526315789473684,12.0,136.0,0.08823529411764706,0.9117647058823529,0.1887366818873668,0.1887366818873668,107.0,-95.0,2.0,
134-221-¬Ú≥µ¥Ô»À≤‚ ‘_1463737670.csv,13.0,24.0,0.5416666666666666,27.0,221.0,0.12217194570135746,0.8778280542986425,0.6699428875016603,0.6699428875016603,191.0,-164.0,0.0,13.0,
143-127-¿Û÷¶FM≤‚ ‘_1463737709.csv,12.0,18.0,0.6666666666666666,47.0,127.0,0.3700787401574803,0.6299212598425197,0.6477732793522267,0.6477732793522267,103.0,-56.0,14.0,10.0,
157-161-»Œ“‚«Ú≤‚ ‘_1463737744.csv,23.0,23.0,1.0,161.0,161.0,1.0,0.0,0.0,0.0,125.0,36.0,0.0,0.0,0.0,34.0,31.0,49.0,
164-326-«—◊”“Ω…˙≤‚ ‘_1463737777.csv,20.0,40.0,0.5,44.0,326.0,0.13496932515337423,0.8650306748466258,0.6337078651685394,0.6337078651685394,263.0,-219.0,19.0,22.0,20.0,
167-284-–”¡÷Ã‚ø‚≤‚ ‘_1463737790.csv,28.0,35.0,0.8,93.0,284.0,0.3274647887323944,0.6725352112676056,0.7307508369201339,0.7307508369201339,243.0,-150.0,17.0,27.0,35.0,33.0,
168-124-µÁÃ®≤‚ ‘_1463737792.csv,7.0,16.0,0.4375,20.0,124.0,0.16129032258064516,0.8387096774193549,0.5750394944707741,0.5750394944707741,102.0,-82.0,5.0,10.0,
170-149-Domino≤‚ ‘_1463737794.csv,5.0,21.0,0.23809523809523808,14.0,149.0,0.09395973154362416,0.9060402684563759,0.37709497206703907,0.37709497206703907,131.0,-117.0,5.0,
171-290-∞ŸŒ ∞Ÿ¥≤‚ ‘_1463737762.csv,34.0,34.0,1.0,290.0,290.0,1.0,0.0,0.0,0.0,244.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,53.0,
181-271-Õ¯¿÷ª›≤‚ ‘_1463737849.csv,3.0,33.0,0.09090909090909091,9.0,271.0,0.033210332103321034,0.966789667896679,0.1661909292737076,0.1661909292737076,240.0,-231.0,3.0,
189-216-≈‹≈‹≤‚ ‘_1463737615.csv,7.0,25.0,0.28,10.0,216.0,0.046296296296296294,0.9537037037037037,0.43290303212248576,0.43290303212248576,178.0,-168.0,7.0,
216-283-¥Û∞Ôª„≤‚ ‘_1463737957.csv,5.0,34.0,0.14705882352941177,7.0,283.0,0.024734982332155476,0.9752650176678446,0.25557922029817576,0.25557922029817576,228.0,-221.0,5.0,
217-288-bug¥Û∞Ôª„≤‚ ‘_1470654530.csv,10.0,36.0,0.2777777777777778,23.0,288.0,0.0798611111111111,0.9201388888888888,0.426731078904992,0.426731078904992,233.0,-210.0,0.0,10.0,
218-103-bug∂Ò¡˙π´÷˜°™ƒÊÀ˛∑¿≤‚ ‘_1470654523.csv,7.0,14.0,0.5,12.0,103.0,0.11650485436893204,0.883495145631068,0.6385964912280702,0.6385964912280702,78.0,-66.0,7.0,
