project,bugsDetected,totalBugs,percentBugsDetected,reportsSubmit,totalReports,percentReportsSubmit,percentSavedEffort,F1,E1,optimalReportsSubmit,differenceWithOptimal,
219-103-∂Ò¡˙π´÷˜°™ƒÊÀ˛∑¿≤‚ ‘_1463737972.csv,7.0,14.0,0.5,12.0,103.0,0.11650485436893204,0.883495145631068,0.6385964912280702,0.6385964912280702,78.0,-66.0,7.0,
220-798-≈©ø∆÷˙ ÷≤‚ ‘_1463737988.csv,8.0,99.0,0.08080808080808081,10.0,798.0,0.012531328320802004,0.987468671679198,0.1493909663965117,0.1493909663965117,683.0,-673.0,8.0,
239-132-∫£µ∑Õ¯≤‚ ‘_1463738033.csv,17.0,18.0,0.9444444444444444,32.0,132.0,0.24242424242424243,0.7575757575757576,0.8407517309594461,0.8407517309594461,76.0,-44.0,18.0,16.0,
240-132-bug∫£µ∑Õ¯≤‚ ‘_1470654473.csv,17.0,18.0,0.9444444444444444,32.0,132.0,0.24242424242424243,0.7575757575757576,0.8407517309594461,0.8407517309594461,76.0,-44.0,18.0,16.0,
243-250-bugmalimalihome≤‚ ‘_1470654477.csv,15.0,31.0,0.4838709677419355,25.0,250.0,0.1,0.9,0.6293706293706294,0.6293706293706294,167.0,-142.0,18.0,13.0,
244-250-malimalihome≤‚ ‘_1463738030.csv,15.0,31.0,0.4838709677419355,25.0,250.0,0.1,0.9,0.6293706293706294,0.6293706293706294,167.0,-142.0,18.0,13.0,
249-222-æ¡–≈¥˚≤‚ ‘_1463738047.csv,23.0,27.0,0.8518518518518519,62.0,222.0,0.27927927927927926,0.7207207207207207,0.7808190112454911,0.7808190112454911,148.0,-86.0,29.0,22.0,20.0,
250-222-bugæ¡–≈¥˚≤‚ ‘_1470654468.csv,23.0,27.0,0.8518518518518519,62.0,222.0,0.27927927927927926,0.7207207207207207,0.7808190112454911,0.7808190112454911,148.0,-86.0,29.0,22.0,20.0,
257-133-bugø⁄¥¸π  ¬≤‚ ‘_1470654466.csv,3.0,19.0,0.15789473684210525,6.0,133.0,0.045112781954887216,0.9548872180451128,0.2709815078236131,0.2709815078236131,96.0,-90.0,3.0,
258-133-ø⁄¥¸π  ¬≤‚ ‘_1463738051.csv,3.0,19.0,0.15789473684210525,6.0,133.0,0.045112781954887216,0.9548872180451128,0.2709815078236131,0.2709815078236131,96.0,-90.0,3.0,
261-195-–°µ∂ª„≤‚ ‘_1463738056.csv,15.0,27.0,0.5555555555555556,26.0,195.0,0.13333333333333333,0.8666666666666667,0.6770833333333334,0.6770833333333334,155.0,-129.0,18.0,13.0,
261-195-–°µ∂ª„≤‚ ‘_1463738056.csv,15.0,27.0,0.5555555555555556,26.0,195.0,0.13333333333333333,0.8666666666666667,0.6770833333333334,0.6770833333333334,155.0,-129.0,18.0,13.0,
263-212-bugÿ¬∏‚≤‚ ‘_1470654464.csv,8.0,26.0,0.3076923076923077,16.0,212.0,0.07547169811320754,0.9245283018867925,0.4617196702002356,0.4617196702002356,161.0,-145.0,8.0,
263-212-bugÿ¬∏‚≤‚ ‘_1470654464.csv,8.0,26.0,0.3076923076923077,16.0,212.0,0.07547169811320754,0.9245283018867925,0.4617196702002356,0.4617196702002356,161.0,-145.0,8.0,
267-194-bug≥µ∞¢∏Á£®”√ªß∂À£©≤‚ ‘_1470654466.csv,17.0,27.0,0.6296296296296297,35.0,194.0,0.18041237113402062,0.8195876288659794,0.7121591358187328,0.7121591358187328,143.0,-108.0,18.0,16.0,
268-194-≥µ∞¢∏Á£®”√ªß∂À£©≤‚ ‘_1463738053.csv,17.0,27.0,0.6296296296296297,35.0,194.0,0.18041237113402062,0.8195876288659794,0.7121591358187328,0.7121591358187328,143.0,-108.0,18.0,16.0,
275-261-bugÃ‘∂˛ ÷≤‚ ‘_1470654455.csv,17.0,32.0,0.53125,38.0,261.0,0.14559386973180077,0.8544061302681992,0.655145597511449,0.655145597511449,227.0,-189.0,19.0,17.0,15.0,
276-261-Ã‘∂˛ ÷≤‚ ‘_1463738066.csv,17.0,32.0,0.53125,38.0,261.0,0.14559386973180077,0.8544061302681992,0.655145597511449,0.655145597511449,227.0,-189.0,19.0,17.0,15.0,
295-128-bug≥µµ‰APP≤‚ ‘_1470654436.csv,5.0,15.0,0.3333333333333333,10.0,128.0,0.078125,0.921875,0.4896265560165975,0.4896265560165975,104.0,-94.0,5.0,
296-128-≥µµ‰APP≤‚ ‘_1463738082.csv,5.0,15.0,0.3333333333333333,10.0,128.0,0.078125,0.921875,0.4896265560165975,0.4896265560165975,104.0,-94.0,5.0,
299-197-bug√øøÃºÊ÷∞≤‚ ‘_1470654441.csv,17.0,28.0,0.6071428571428571,25.0,197.0,0.12690355329949238,0.8730964467005076,0.7162278015921615,0.7162278015921615,164.0,-139.0,18.0,16.0,
300-197-√øøÃºÊ÷∞≤‚ ‘_1463738080.csv,17.0,28.0,0.6071428571428571,25.0,197.0,0.12690355329949238,0.8730964467005076,0.7162278015921615,0.7162278015921615,164.0,-139.0,18.0,16.0,
327-239-∂Ø∆¿¥≤‚ ‘_1463738068.csv,10.0,29.0,0.3448275862068966,36.0,239.0,0.1506276150627615,0.8493723849372385,0.490515887398816,0.490515887398816,214.0,-178.0,0.0,10.0,
328-239-bug∂Ø∆¿¥≤‚ ‘_1470654454.csv,10.0,29.0,0.3448275862068966,36.0,239.0,0.1506276150627615,0.8493723849372385,0.490515887398816,0.490515887398816,214.0,-178.0,0.0,10.0,
338-315-bug¡⁄¡⁄V1.3.4 build≤‚ ‘_1470654409.csv,20.0,37.0,0.5405405405405406,43.0,315.0,0.1365079365079365,0.8634920634920635,0.6648741139085799,0.6648741139085799,271.0,-228.0,17.0,18.0,14.0,33.0,
343-115-bug100◊¨V1.4≤‚ ‘_1470654401.csv,15.0,16.0,0.9375,50.0,115.0,0.43478260869565216,0.5652173913043479,0.705244122965642,0.705244122965642,77.0,-27.0,18.0,13.0,
346-214-bug–ÏÀÆ»¶V1.0.160419≤‚ ‘_1470654402.csv,8.0,25.0,0.32,14.0,214.0,0.06542056074766354,0.9345794392523364,0.47675804529201427,0.47675804529201427,189.0,-175.0,8.0,
360-277-bug—∞µΩ±¶V1.0.0≤‚ ‘_1470654368.csv,15.0,34.0,0.4411764705882353,23.0,277.0,0.08303249097472924,0.9169675090252708,0.5957313736220781,0.5957313736220781,219.0,-196.0,18.0,13.0,
361-155-bugµ¬≥…¥˚V1.0≤‚ ‘_1470654375.csv,8.0,22.0,0.36363636363636365,13.0,155.0,0.08387096774193549,0.9161290322580645,0.5206232813932172,0.5206232813932172,125.0,-112.0,8.0,
403-197-bugµ„∞Ô∞Ô≤‚ ‘_1470654349.csv,27.0,27.0,1.0,197.0,197.0,1.0,0.0,0.0,0.0,176.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,82.0,
404-270-bug√≈’Ô¥ÛÃ¸V2.6.5≤‚ ‘_1470654351.csv,33.0,33.0,1.0,270.0,270.0,1.0,0.0,0.0,0.0,221.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,70.0,92.0,
426-122-bug∂˛æ∆Õ¯V1.0≤‚ ‘_1470654340.csv,16.0,16.0,1.0,122.0,122.0,1.0,0.0,0.0,0.0,99.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,66.0,
451-109-bug’∆…œ110V1.0.0≤‚ ‘_1470654321.csv,15.0,15.0,1.0,109.0,109.0,1.0,0.0,0.0,0.0,93.0,16.0,0.0,0.0,21.0,20.0,
488-132-bug“◊√ÎŒ¢≈‰øÕªß∂ÀV1.0.0≤‚ ‘_1470654297.csv,18.0,18.0,1.0,132.0,132.0,1.0,0.0,0.0,0.0,80.0,52.0,0.0,22.0,20.0,
543-117-bugª™ ˝œÌø¥V2.1.0≤‚ ‘_1470654279.csv,14.0,14.0,1.0,117.0,117.0,1.0,0.0,0.0,0.0,101.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,
106-103-ª˘ΩÀŸ¿¿2.3≤‚ ‘_1463737575.csv,7.0,14.0,0.5,12.0,103.0,0.11650485436893204,0.883495145631068,0.6385964912280702,0.6385964912280702,67.0,-55.0,7.0,
111-241-µœ–≈Õ®≤‚ ‘∂˛_1463737590.csv,7.0,30.0,0.23333333333333334,14.0,241.0,0.058091286307053944,0.941908713692946,0.3740143580087089,0.3740143580087089,158.0,-144.0,7.0,
113-177-Hark≤‚ ‘_1463737599.csv,8.0,24.0,0.3333333333333333,11.0,177.0,0.062146892655367235,0.9378531073446328,0.4918518518518519,0.4918518518518519,132.0,-121.0,8.0,
508-159-bug∫√‘∞«¯VV1.0.5≤‚ ‘_1470654289.csv,7.0,22.0,0.3181818181818182,25.0,159.0,0.15723270440251572,0.8427672955974843,0.46195518345235165,0.46195518345235165,119.0,-94.0,0.0,7.0,
442-124-bug…œ∫£»˝≈©»»œﬂV1.0≤‚ ‘_1470654332.csv,16.0,16.0,1.0,124.0,124.0,1.0,0.0,0.0,0.0,76.0,48.0,0.0,0.0,0.0,0.0,0.0,47.0,46.0,
362-172-bug“ª±»∑÷V1.1.0≤‚ ‘_1470654365.csv,5.0,23.0,0.21739130434782608,9.0,172.0,0.05232558139534884,0.9476744186046512,0.3536558906487307,0.3536558906487307,147.0,-138.0,5.0,
366-206-bugÕ®¡…±Ãπ‘∞V2.07.160526≤‚ ‘_1470654364.csv,5.0,24.0,0.20833333333333334,15.0,206.0,0.07281553398058252,0.9271844660194175,0.34022087638047743,0.34022087638047743,172.0,-157.0,5.0,
348-467-bug”—∑˛…Ã≥«V1.0≤‚ ‘_1470654398.csv,49.0,58.0,0.8448275862068966,167.0,467.0,0.3576017130620985,0.6423982869379015,0.729836407417521,0.729836407417521,416.0,-249.0,0.0,0.0,0.0,0.0,0.0,49.0,
350-324-bugdr.wineV3.1.2≤‚ ‘_1470654390.csv,40.0,40.0,1.0,324.0,324.0,1.0,0.0,0.0,0.0,264.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,
351-123-bugFolderExplorerV1.0≤‚ ‘_1470654387.csv,8.0,17.0,0.47058823529411764,23.0,123.0,0.18699186991869918,0.8130081300813008,0.5961251862891206,0.5961251862891206,97.0,-74.0,9.0,7.0,
293-143-bug“ª∂»√€≤‚ ‘_1470654434.csv,15.0,20.0,0.75,38.0,143.0,0.26573426573426573,0.7342657342657343,0.7420494699646644,0.7420494699646644,85.0,-47.0,14.0,16.0,
226-325-÷£÷›µÿÃ˙∂˛Œ¨¬Îπ∫∆±≤‚ ‘_1463738008.csv,39.0,39.0,1.0,261.0,325.0,0.803076923076923,0.19692307692307698,0.32904884318766076,0.32904884318766076,261.0,0.0,77.0,41.0,30.0,26.0,25.0,
227-325-bug÷£÷›µÿÃ˙∂˛Œ¨¬Îπ∫∆±≤‚ ‘_1470654508.csv,39.0,39.0,1.0,261.0,325.0,0.803076923076923,0.19692307692307698,0.32904884318766076,0.32904884318766076,261.0,0.0,77.0,41.0,30.0,26.0,25.0,
230-217-bug“◊‘º∞Æ≤‚ ‘_1470654510.csv,26.0,27.0,0.9629629629629629,132.0,217.0,0.6082949308755761,0.39170506912442393,0.5568854731006677,0.5568854731006677,162.0,-30.0,38.0,22.0,20.0,
231-217-“◊‘º∞Æ≤‚ ‘_1463738003.csv,26.0,27.0,0.9629629629629629,132.0,217.0,0.6082949308755761,0.39170506912442393,0.5568854731006677,0.5568854731006677,162.0,-30.0,38.0,22.0,20.0,
212-404-æ≠≥£÷±≤•ƒ⁄≤‚∞Ê≤‚ ‘_1463737964.csv,25.0,50.0,0.5,29.0,404.0,0.07178217821782178,0.9282178217821783,0.6499133448873483,0.6499133448873483,267.0,-238.0,29.0,22.0,25.0,
161-270-∑ÔªÀ ”∆µbeta∞Ê_1463737748.csv,21.0,31.0,0.6774193548387096,75.0,270.0,0.2777777777777778,0.7222222222222222,0.6991037131882202,0.6991037131882202,220.0,-145.0,0.0,18.0,21.0,26.0,
162-412-Õ¯…œ∂©≤Õ»Ìº˛≤‚ ‘_1463737768.csv,19.0,51.0,0.37254901960784315,56.0,412.0,0.13592233009708737,0.8640776699029127,0.520628078817734,0.520628078817734,326.0,-270.0,23.0,16.0,
154-186-BCHMS≤‚ ‘_1463737680.csv,8.0,26.0,0.3076923076923077,28.0,186.0,0.15053763440860216,0.8494623655913979,0.45175125089349544,0.45175125089349544,149.0,-121.0,9.0,7.0,
150-275- Ø¡ÒÕ¯APP≤‚ ‘_1463737733.csv,15.0,34.0,0.4411764705882353,38.0,275.0,0.13818181818181818,0.8618181818181818,0.5836000984979068,0.5836000984979068,234.0,-196.0,18.0,13.0,
136-215-ºÚ√˜ÃÏ∆¯≤‚ ‘_1463737693.csv,5.0,24.0,0.20833333333333334,12.0,215.0,0.05581395348837209,0.9441860465116279,0.34134857911552047,0.34134857911552047,154.0,-142.0,5.0,
127-271-365Ã‘∑ø≤‚ ‘_1463737634.csv,12.0,32.0,0.375,36.0,271.0,0.13284132841328414,0.8671586715867159,0.5235796509468994,0.5235796509468994,235.0,-199.0,10.0,6.0,20.0,
115-157-ÃÏÃÏ∫Ï∞¸≤‚ ‘_1463737606.csv,9.0,17.0,0.5294117647058824,34.0,157.0,0.21656050955414013,0.7834394904458599,0.6318493150684932,0.6318493150684932,122.0,-88.0,9.0,10.0,
119-337-º±æ»øÏÕ®≤‚ ‘_1463737643.csv,5.0,42.0,0.11904761904761904,7.0,337.0,0.020771513353115726,0.9792284866468842,0.21228690897394661,0.21228690897394661,288.0,-281.0,5.0,
124-326-“¬≈˙≤‚ ‘_1463737628.csv,13.0,40.0,0.325,21.0,326.0,0.06441717791411043,0.9355828220858896,0.48241878574035774,0.48241878574035774,238.0,-217.0,14.0,13.0,
11-117-π„∏Ê‘∆Õ∆ÀÕµ˜—–≤‚ ‘_1463737325.csv,7.0,9.0,0.7777777777777778,54.0,117.0,0.46153846153846156,0.5384615384615384,0.6363636363636364,0.6363636363636364,94.0,-40.0,10.0,6.0,5.0,
