project,bugsDetected,totalBugs,percentBugsDetected,reportsSubmit,totalReports,percentReportsSubmit,percentSavedEffort,F1,E1,optimalReportsSubmit,differenceWithOptimal,
348-467-bug”—∑˛…Ã≥«V1.0≤‚ ‘_1470654398.csv,55.0,58.0,0.9482758620689655,300.0,467.0,0.6423982869379015,0.35760171306209854,0.5193520115348733,0.5193520115348733,416.0,-116.0,0.0,0.0,0.0,52.0,58.0,
350-324-bugdr.wineV3.1.2≤‚ ‘_1470654390.csv,35.0,40.0,0.875,174.0,324.0,0.5370370370370371,0.4629629629629629,0.6055363321799309,0.6055363321799309,264.0,-90.0,0.0,0.0,0.0,0.0,31.0,40.0,
351-123-bugFolderExplorerV1.0≤‚ ‘_1470654387.csv,5.0,17.0,0.29411764705882354,17.0,123.0,0.13821138211382114,0.8617886178861789,0.4385601985932975,0.4385601985932975,97.0,-80.0,5.0,
293-143-bug“ª∂»√€≤‚ ‘_1470654434.csv,10.0,20.0,0.5,13.0,143.0,0.09090909090909091,0.9090909090909091,0.6451612903225806,0.6451612903225806,85.0,-72.0,10.0,
226-325-÷£÷›µÿÃ˙∂˛Œ¨¬Îπ∫∆±≤‚ ‘_1463738008.csv,33.0,39.0,0.8461538461538461,102.0,325.0,0.31384615384615383,0.6861538461538461,0.7578004324992276,0.7578004324992276,261.0,-159.0,48.0,28.0,25.0,
227-325-bug÷£÷›µÿÃ˙∂˛Œ¨¬Îπ∫∆±≤‚ ‘_1470654508.csv,33.0,39.0,0.8461538461538461,102.0,325.0,0.31384615384615383,0.6861538461538461,0.7578004324992276,0.7578004324992276,261.0,-159.0,48.0,28.0,25.0,
230-217-bug“◊‘º∞Æ≤‚ ‘_1470654510.csv,12.0,27.0,0.4444444444444444,15.0,217.0,0.06912442396313365,0.9308755760368663,0.6016381236038719,0.6016381236038719,162.0,-147.0,12.0,
231-217-“◊‘º∞Æ≤‚ ‘_1463738003.csv,12.0,27.0,0.4444444444444444,15.0,217.0,0.06912442396313365,0.9308755760368663,0.6016381236038719,0.6016381236038719,162.0,-147.0,12.0,
212-404-æ≠≥£÷±≤•ƒ⁄≤‚∞Ê≤‚ ‘_1463737964.csv,43.0,50.0,0.86,119.0,404.0,0.29455445544554454,0.7054455445544554,0.7750932894820063,0.7750932894820063,267.0,-148.0,57.0,39.0,35.0,
161-270-∑ÔªÀ ”∆µbeta∞Ê_1463737748.csv,23.0,31.0,0.7419354838709677,82.0,270.0,0.3037037037037037,0.6962962962962963,0.7183917594284764,0.7183917594284764,220.0,-138.0,19.0,22.0,30.0,
162-412-Õ¯…œ∂©≤Õ»Ìº˛≤‚ ‘_1463737768.csv,13.0,51.0,0.2549019607843137,22.0,412.0,0.05339805825242718,0.9466019417475728,0.40164778578784754,0.40164778578784754,326.0,-304.0,13.0,
154-186-BCHMS≤‚ ‘_1463737680.csv,5.0,26.0,0.19230769230769232,17.0,186.0,0.0913978494623656,0.9086021505376344,0.3174305033809166,0.3174305033809166,149.0,-132.0,5.0,
150-275- Ø¡ÒÕ¯APP≤‚ ‘_1463737733.csv,10.0,34.0,0.29411764705882354,14.0,275.0,0.05090909090909091,0.9490909090909091,0.449070887818307,0.449070887818307,234.0,-220.0,10.0,
136-215-ºÚ√˜ÃÏ∆¯≤‚ ‘_1463737693.csv,13.0,24.0,0.5416666666666666,40.0,215.0,0.18604651162790697,0.813953488372093,0.6504646175839885,0.6504646175839885,154.0,-114.0,14.0,13.0,
127-271-365Ã‘∑ø≤‚ ‘_1463737634.csv,10.0,32.0,0.3125,27.0,271.0,0.0996309963099631,0.9003690036900369,0.4639665335615136,0.4639665335615136,235.0,-208.0,5.0,16.0,
115-157-ÃÏÃÏ∫Ï∞¸≤‚ ‘_1463737606.csv,7.0,17.0,0.4117647058823529,21.0,157.0,0.1337579617834395,0.8662420382165605,0.5581940779829961,0.5581940779829961,122.0,-101.0,7.0,
119-337-º±æ»øÏÕ®≤‚ ‘_1463737643.csv,8.0,42.0,0.19047619047619047,14.0,337.0,0.04154302670623145,0.9584569732937686,0.3177960890419383,0.3177960890419383,288.0,-274.0,8.0,
124-326-“¬≈˙≤‚ ‘_1463737628.csv,35.0,40.0,0.875,144.0,326.0,0.44171779141104295,0.558282208588957,0.6816479400749065,0.6816479400749065,238.0,-94.0,48.0,28.0,30.0,
11-117-π„∏Ê‘∆Õ∆ÀÕµ˜—–≤‚ ‘_1463737325.csv,6.0,9.0,0.6666666666666666,47.0,117.0,0.4017094017094017,0.5982905982905983,0.6306306306306306,0.6306306306306306,94.0,-47.0,5.0,7.0,
