project,bugsDetected,totalBugs,percentBugsDetected,reportsSubmit,totalReports,percentReportsSubmit,percentSavedEffort,F1,E1,optimalReportsSubmit,differenceWithOptimal,
2-471-百度浏览器T7尝鲜体验_1463737142.csv,26.0,58.0,0.4482758620689655,55.0,471.0,0.11677282377919321,0.8832271762208068,0.5947105075053609,0.5947105075053609,397.0,-342.0,26.0,
29-150-小白用车_1463737383.csv,15.0,21.0,0.7142857142857143,57.0,150.0,0.38,0.62,0.6638115631691649,0.6638115631691649,123.0,-66.0,15.0,
48-118-百度糯米6.0.2测试_1463737445.csv,13.0,13.0,1.0,118.0,118.0,1.0,0.0,0.0,0.0,76.0,42.0,18.0,
89-120-一起飞测试_1463737536.csv,17.0,17.0,1.0,120.0,120.0,1.0,0.0,0.0,0.0,84.0,36.0,18.0,
92-133-喵哆啦测试_1463737548.csv,18.0,19.0,0.9473684210526315,79.0,133.0,0.5939849624060151,0.40601503759398494,0.5684210526315789,0.5684210526315789,113.0,-34.0,18.0,
95-106-爱陪护测试_1463737556.csv,14.0,14.0,1.0,106.0,106.0,1.0,0.0,0.0,0.0,70.0,36.0,15.0,
97-107-淘特惠测试_1463737552.csv,12.0,15.0,0.8,44.0,107.0,0.411214953271028,0.5887850467289719,0.6783310901749663,0.6783310901749663,65.0,-21.0,12.0,
98-117-快乐满意拍测试_1463737558.csv,13.0,16.0,0.8125,40.0,117.0,0.3418803418803419,0.6581196581196581,0.7272066836178714,0.7272066836178714,59.0,-19.0,13.0,
99-156-雅思君测试_1463737564.csv,22.0,22.0,1.0,156.0,156.0,1.0,0.0,0.0,0.0,88.0,68.0,28.0,
122-138-购物狂测试_1463737645.csv,15.0,18.0,0.8333333333333334,38.0,138.0,0.2753623188405797,0.7246376811594203,0.7751937984496124,0.7751937984496124,100.0,-62.0,15.0,
128-115-蛋蛋赚测试_1463737676.csv,12.0,14.0,0.8571428571428571,50.0,115.0,0.43478260869565216,0.5652173913043479,0.6812227074235808,0.6812227074235808,102.0,-52.0,12.0,
130-136-终极手电筒测试_1463737660.csv,18.0,19.0,0.9473684210526315,52.0,136.0,0.38235294117647056,0.6176470588235294,0.7477744807121662,0.7477744807121662,107.0,-55.0,18.0,
134-221-买车达人测试_1463737670.csv,20.0,24.0,0.8333333333333334,61.0,221.0,0.27601809954751133,0.7239819004524887,0.774818401937046,0.774818401937046,191.0,-130.0,20.0,
143-127-荔枝FM测试_1463737709.csv,16.0,18.0,0.8888888888888888,96.0,127.0,0.7559055118110236,0.2440944881889764,0.383011583011583,0.383011583011583,103.0,-7.0,16.0,
157-161-任意球测试_1463737744.csv,23.0,23.0,1.0,161.0,161.0,1.0,0.0,0.0,0.0,125.0,36.0,32.0,40.0,
